ts,phase,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout
1772373254689,cold_start,60,0,1979620,0,0,33,11,0,20,0
1772373255601,cold_start,7,0,1976992,0,0,8,11,0,3,0
1772373256536,cold_start,522,13,1944304,0,0,1421,1706,0,2040,0
1772373257436,cold_start,5246,418,1725480,0,0,1128,1748,0,261,0
1772373258298,cold_start,115195,42371,1464700,7263,5979,602,12179,141,1062,22911
1772373259124,cold_start,202451,43654,1411420,21020,15481,18073,33747,396,18293,41530
1772373259950,cold_start,195549,47569,1278572,25279,21880,12241,36483,298,10823,38591
1772373260788,cold_start,200872,39106,1693268,9239,7080,13297,29418,140,13049,20999
1772373261522,cold_start,195923,46367,1894756,11826,9929,12234,31247,157,11974,23093
1772373262184,cold_start,106529,26821,1840188,264,174,10300,24047,3,9576,6267
1772373262846,cold_start,133204,33024,1830828,1043,1284,8736,26992,30,7878,18004
1772373263669,cold_start,38139,12172,1846612,1222,680,159,707,0,2,7134
1772373264428,cold_start,51567,37479,1877604,0,0,70,1145,0,1,12177
1772373265208,cold_start,564,284,1883020,0,0,31,304,0,22,1735
1772373265898,cold_start,3176,2045,1888680,0,0,19,153,0,20,9344
1772373266616,cold_start,5968,3663,1915880,0,0,53,46,0,42,11098
1772373267396,cold_start,16,0,1926240,0,0,3,7,0,0,9600
1772373268100,cold_start,578,0,1988336,0,0,70,1029,0,74,21978
1772373268818,cold_start,13800,295,1930280,0,0,6853,8870,0,7355,0
1772373269432,cold_start,66284,19881,1847712,1445,1255,14031,19391,21,13592,23227
1772373270265,cold_start,93515,39131,1703456,1515,1709,816,7111,31,560,22732
1772373270999,cold_start,88447,18604,1578784,9883,7752,403,2349,147,335,5239
1772373271829,cold_start,1456,43,1290684,0,0,742,1134,0,504,0
1772373272656,cold_start,83607,54144,1606624,3555,3129,735,1268,76,598,18946
1772373273450,cold_start,6180,2163,1586016,0,0,676,1737,0,475,0
1772373274287,cold_start,2412,607,1473640,0,0,315,397,0,258,0
1772373274978,cold_start,9688,3919,1427524,0,0,1453,2305,0,1304,6836
1772373275758,cold_start,31238,15564,1388688,0,0,192,2488,0,54,3143
1772373276409,cold_start,71233,48617,1316204,636,176,319,6780,3,126,26674
1772373277045,cold_start,26181,20096,1592280,0,0,157,2575,0,72,4926
1772373277822,cold_start,1,0,1588660,0,0,1,6,0,23,0
1772373278682,cold_start,1320,748,1512856,0,0,161,4143,0,111,0
1772373279527,cold_start,246,158,1554208,0,0,41,231,0,66,20016
1772373280289,cold_start,469,247,1575044,0,0,281,1286,0,217,8387
1772373281245,cold_start,1640,1409,1585940,0,0,11,765,0,5,0
1772373282153,launch_douyin,22821,11182,1462732,447,739,2158,4141,13,1950,2387
1772373282960,launch_douyin,79847,38186,1589776,9339,7505,1316,3886,172,325,12947
1772373283733,launch_douyin,78183,31408,1658460,11452,3931,1895,18215,78,1383,25766
1772373284476,launch_douyin,41142,16075,1642552,0,0,1970,10989,0,1048,12146
1772373285292,launch_douyin,39960,21035,1635332,0,0,242,2607,0,39,18858
1772373286116,launch_douyin,30201,23708,1717296,0,0,180,4027,0,36,0
1772373286858,launch_douyin,14680,11597,1641028,0,0,223,2953,0,632,13728
1772373287640,launch_douyin,44006,24905,1598260,0,0,1290,7325,0,605,24647
1772373288558,launch_douyin,35392,28696,1620244,0,0,95,1460,0,15,3546
1772373289418,launch_douyin,7117,6006,1641824,0,0,711,6553,0,727,5635
1772373290282,douyin_browse,19279,13225,1638404,0,0,285,3137,0,148,3986
1772373291110,douyin_browse,7447,2993,1613940,0,0,292,11814,0,23,11077
1772373292001,douyin_browse,36060,25693,1642908,0,0,54,2308,0,1,1267
1772373292777,douyin_browse,28178,23884,1593852,0,0,144,1619,0,20,26318
1772373293583,douyin_browse,27347,23165,1582084,0,0,702,4428,12,741,28733
1772373294276,douyin_browse,182180,47778,1538268,11391,8537,6747,15982,142,6182,18685
1772373294960,douyin_browse,22650,174,1525016,0,0,7411,7705,0,7388,672
1772373295636,douyin_browse,8789,365,1525816,0,0,3625,3763,0,2949,0
1772373296417,douyin_browse,8,0,1511312,0,0,31,77,0,9,0
1772373297217,douyin_browse,223,0,1465684,0,0,189,436,0,137,0
1772373298066,douyin_browse,109,0,1478536,0,0,89,46,0,41,0
1772373298966,douyin_browse,71,0,1471820,0,0,97,40,0,26,39
1772373299817,douyin_browse,12402,5811,1468796,0,0,78,5,0,68,0
1772373300639,douyin_browse,112,0,1434592,0,0,116,80,0,19,0
1772373301533,douyin_browse,7331,3869,1566988,0,0,232,84,0,92,0
1772373302233,douyin_browse,3158,26,1512032,0,0,1595,1430,0,1382,0
1772373303091,douyin_browse,401,4,1492112,0,0,196,76,0,22,4396
1772373303940,douyin_browse,22039,14201,1454580,0,0,31,112,0,9,42
1772373304818,douyin_browse,5594,4169,1456428,0,0,30,448,0,27,0
1772373305662,douyin_browse,35929,20948,1422592,699,541,1124,4669,50,847,14274
1772373306468,douyin_browse,120631,35177,1418332,10845,7916,985,3993,128,663,15610
1772373307198,douyin_browse,42004,14037,1404832,0,0,421,2788,0,326,10084
1772373307924,douyin_browse,63423,30858,1408500,955,819,397,8815,15,122,12497
1772373308725,douyin_browse,12383,2878,1605268,0,0,55,873,0,31,0
1772373309420,douyin_browse,10058,6513,1587556,0,0,318,1987,0,211,0
1772373310201,douyin_browse,5,0,1560632,0,0,52,1031,0,4,0
1772373311008,douyin_browse,479,168,1596880,0,0,114,1522,0,60,0
1772373311738,douyin_browse,928,490,1594460,0,0,212,666,0,146,22
1772373312548,douyin_browse,410,106,1572608,0,0,51,781,0,22,10
1772373313345,douyin_browse,734,4,1564220,0,0,409,623,0,384,758
1772373314085,douyin_browse,2243,1500,1556492,0,0,69,343,0,40,310
1772373314929,douyin_browse,3321,1747,1566540,0,0,34,141,0,4,0
1772373315831,douyin_browse,1206,255,1532900,0,0,67,759,0,21,1497
1772373316624,douyin_browse,23040,16300,1470636,413,310,18,995,7,25,6876
1772373317490,douyin_browse,7452,2905,1448600,0,272,568,6193,4,470,1527
1772373318368,douyin_browse,139990,53155,1503160,1832,932,15326,31742,19,15725,19190
1772373319063,douyin_browse,115914,59494,1482960,0,0,6778,10847,0,6044,14485
1772373319795,douyin_browse,18575,282,1441504,0,0,4528,5607,0,4034,0
1772373320461,douyin_browse,16877,143,1399192,0,0,6618,6632,0,6744,0
1772373321176,douyin_browse,5093,30,1433564,0,0,1583,1530,0,1188,0
1772373321901,douyin_browse,890,0,1451516,0,0,97,88,0,86,0
1772373322636,douyin_browse,90,0,1445916,0,0,71,60,0,71,0
1772373323382,douyin_browse,1192,323,1433864,0,0,475,639,0,412,0
1772373324256,douyin_browse,128,2,1418112,0,0,174,57,0,56,0
1772373325061,douyin_browse,306,1,1421916,0,0,133,116,0,114,0
1772373325928,douyin_browse,1,0,1425288,0,0,12,1,0,6,0
1772373326797,douyin_browse,22,0,1395180,0,0,26,4,0,3,3138
1772373327632,douyin_browse,8896,7760,1406984,0,0,56,43,0,42,6823
1772373328407,douyin_browse,12304,7262,1400248,0,0,141,231,0,148,1273
1772373329254,douyin_browse,3069,1909,1555544,0,0,54,193,0,14,0
1772373330092,douyin_browse,81,0,1551252,0,0,37,92,0,19,0
1772373330976,douyin_browse,616,0,1541412,0,0,171,167,0,167,0
1772373331778,douyin_browse,556,162,1549952,0,0,226,326,0,193,0
1772373332590,douyin_browse,1,0,1552424,0,0,1,22,0,1,0
1772373333435,douyin_browse,1131,649,1551708,0,0,24,205,0,7,0
1772373334313,douyin_browse,218,64,1536568,0,0,78,136,0,42,0
1772373335151,douyin_browse,31,0,1534556,0,0,15,30,0,12,0
1772373335942,douyin_browse,247,0,1528092,0,0,94,120,0,81,0
1772373336735,douyin_browse,69,30,1505400,0,0,23,26,0,17,0
1772373337535,douyin_browse,134,5,1501604,0,0,390,472,0,901,529
1772373338421,douyin_browse,37343,19445,1450128,0,0,2577,5784,0,1799,6950
1772373339272,douyin_browse,5724,1831,1445760,0,0,42,484,0,9,0
1772373340157,douyin_browse,2400,937,1425896,0,0,131,1221,0,41,1
1772373340975,douyin_browse,9012,5181,1525788,0,0,32,2135,0,3,0
1772373341826,douyin_browse,2267,1366,1514528,0,0,128,3223,0,32,0
1772373342633,douyin_browse,1416,724,1523392,0,0,99,728,0,56,0
1772373343446,douyin_browse,2106,1460,1541240,0,0,67,405,0,53,0
1772373344254,douyin_browse,43928,5356,1543240,0,0,6383,11666,0,6204,913
1772373345010,douyin_browse,14626,1922,1527064,0,0,5684,6873,0,7951,0
1772373345750,douyin_browse,21743,3828,1523464,0,0,2866,3721,0,555,1767
1772373346520,douyin_browse,50490,37421,1507932,0,0,1013,5229,0,759,8985
1772373347338,douyin_browse,30921,19163,1503828,0,0,904,3586,0,1010,6075
1772373348046,douyin_browse,126694,17104,1446956,6062,2842,31862,44249,65,34809,7465
1772373348873,douyin_browse,144307,53341,1402136,17498,10202,10448,40081,213,6659,13041
1772373349961,douyin_browse,394955,53487,1554624,35592,25312,22696,95714,501,23034,49528
1772373351383,douyin_browse,254288,78024,1669232,1195,884,4755,30750,9,2681,23418
1772373352196,douyin_browse,79475,24677,1654828,124,367,10420,26399,72,11738,14026
1772373353070,switch_taobao,114531,20209,1693196,5356,6496,7540,24673,155,7937,13003
1772373353919,switch_taobao,314373,39902,1903396,35849,24683,26587,77996,353,25152,19694
1772373354787,switch_taobao,66833,13686,1934424,0,0,16913,27383,0,15947,20488
1772373355573,switch_taobao,58739,24529,1896524,0,0,12702,22404,0,11807,10425
1772373356319,switch_taobao,32726,23559,1952316,0,0,359,2918,0,401,15397
1772373357141,switch_taobao,4526,1919,1939912,0,0,661,2117,0,432,283
1772373358001,switch_taobao,13190,8170,1915704,0,0,1613,1853,0,2131,925
1772373358761,switch_taobao,15823,4161,1819476,0,0,7933,9543,0,7356,1924
1772373359624,switch_taobao,25414,8943,1717680,582,530,225,559,11,176,548
1772373360481,douyin_browse,151556,41264,1775324,8355,6095,12580,73054,200,14787,27644
1772373361572,douyin_browse,172238,29487,1808984,16718,9219,8704,25191,88,5196,6413
1772373362282,douyin_browse,3422,362,1799000,0,0,695,951,0,498,0
1772373363038,douyin_browse,983,6,1766920,0,0,631,610,0,530,0
1772373363800,switch_mall,615,15,1770260,0,0,621,475,0,599,0
1772373364560,switch_mall,58781,12833,1452828,14870,14638,1105,1563,315,719,9038
1772373365415,switch_mall,125115,32574,1426680,15356,7288,742,8807,148,582,21313
1772373366250,switch_mall,45151,27051,1404420,333,2329,657,5704,54,764,40601
1772373367090,switch_mall,130061,64194,1857096,28649,14395,1101,11191,288,710,23629
1772373367873,switch_mall,533,191,1790724,0,0,380,1072,0,180,0
1772373368630,switch_mall,12683,1196,1599884,852,832,4240,12612,130,4309,5843
1772373369612,switch_mall,131440,35970,1530572,8612,8063,589,10368,57,560,23655
1772373370482,douyin_browse,46776,14688,1626924,1107,264,441,7965,0,378,2144
1772373371285,douyin_browse,115857,18817,1659180,7832,4858,1688,39517,100,992,13954
1772373372016,douyin_browse,24213,12050,1631484,0,0,141,24466,0,24,1206
1772373372707,douyin_browse,34106,24997,1591652,0,0,332,7159,0,389,17741
1772373373417,douyin_browse,38355,29548,1630120,0,0,630,1903,0,399,7108
1772373374070,switch_qqmusic,52450,41279,1767184,0,0,3440,9229,0,3970,10327
1772373374738,switch_qqmusic,79509,20353,1776456,1351,1030,14713,25102,20,13640,4221
1772373375500,switch_qqmusic,30026,19418,1829456,0,0,874,11857,0,733,5223
1772373376167,switch_qqmusic,48854,40083,1834572,0,0,161,4687,0,83,22988
1772373376916,switch_qqmusic,6586,968,1842048,0,0,575,5367,0,502,659
1772373377785,switch_qqmusic,4313,1187,1827052,0,0,268,1275,0,269,2985
1772373378640,switch_qqmusic,20222,13289,1808360,0,0,2111,4274,0,2276,2680
1772373379428,switch_qqmusic,9511,3047,1801488,0,0,485,1551,0,224,1460
1772373380330,switch_qqmusic,9455,7877,1802932,0,0,142,371,0,2646,1601
1772373381219,douyin_browse,64207,29181,1786152,996,741,15692,45092,13,16433,19448
1772373382150,douyin_browse,77277,14587,1876716,0,0,4883,6862,0,1349,5409
1772373382867,douyin_browse,25604,10319,1883468,0,0,408,7356,0,196,5039
1772373383667,douyin_browse,14149,10487,1894708,0,0,108,3133,0,59,859
1772373384455,douyin_browse,11880,5729,1875812,0,0,1223,17282,65,1980,13569
1772373385315,douyin_browse,142246,101127,1834012,4030,3948,4159,13465,3,2896,20125
1772373385999,douyin_browse,8007,6128,1818356,0,0,1024,1948,0,904,0
1772373386806,douyin_browse,973,0,1785096,0,0,491,382,0,354,0
1772373387663,douyin_browse,84,1,1706676,0,0,103,134,0,63,0
1772373388586,douyin_browse,36,0,1728052,0,0,52,49,0,55,0
1772373389389,douyin_browse,1099,35,1667864,0,0,1326,1158,0,1144,0
1772373390174,douyin_browse,223,0,1674672,0,0,215,251,0,198,2271
1772373390962,douyin_browse,137,0,1682212,0,0,92,92,0,85,15724
1772373391725,douyin_browse,274,19,1687456,0,0,46,74,0,37,1865
1772373392658,douyin_browse,90,0,1707856,0,0,22,32,0,24,0
1772373393536,douyin_browse,38,0,1732340,0,0,32,35,0,67,0
1772373394387,douyin_browse,534,9,1707580,0,0,369,301,0,510,0
1772373395186,douyin_browse,924,128,1668900,0,0,1040,1035,0,624,0
1772373395962,douyin_browse,75,0,1647656,0,0,197,130,0,54,0
1772373396612,douyin_browse,214,27,1594028,0,0,164,990,0,142,0
1772373397425,douyin_browse,892,0,1591000,0,0,609,873,0,907,0
1772373398254,douyin_browse,1985,10,1554136,0,0,1894,1781,0,1398,0
1772373399117,douyin_browse,17,0,1552368,0,0,7,4,0,13,0
1772373399893,douyin_browse,290,8,1539788,0,0,501,425,0,536,424
1772373400650,douyin_browse,2601,1208,1479948,0,0,468,905,0,480,860
1772373401439,douyin_browse,17397,5626,1468464,0,0,11760,11645,0,11700,0
1772373402306,douyin_browse,5345,1816,1627720,0,0,197,187,0,118,0
1772373403153,douyin_browse,759,13,1625368,0,0,447,474,0,415,0
1772373403826,douyin_browse,79,0,1602532,0,0,58,56,0,58,0
1772373404503,douyin_browse,85,1,1578960,0,0,86,95,0,55,0
1772373405158,douyin_browse,2565,1213,1605788,0,0,329,1215,0,220,1669
1772373405797,douyin_browse,7044,3519,1604760,0,0,499,411,0,472,2914
1772373406455,douyin_browse,6181,3913,1641156,0,0,22,124,0,19,0
1772373407127,douyin_browse,376,347,1637552,0,0,9,16,0,7,0
1772373407812,douyin_browse,1635,359,1617076,0,0,404,434,0,406,690
1772373408517,douyin_browse,6360,4296,1607908,0,0,146,478,0,120,1738
1772373409280,douyin_browse,3636,2058,1610024,0,0,104,142,0,104,0
1772373410026,douyin_browse,84,0,1614680,0,0,176,230,0,221,29
1772373410696,douyin_browse,1005,94,1635100,0,0,492,608,0,442,0
1772373411345,douyin_browse,107,28,1612688,0,0,82,132,0,59,0
1772373412027,douyin_browse,640,208,1624456,0,0,17,16,0,21,0
1772373412692,douyin_browse,205,80,1628728,0,0,115,144,0,107,0
1772373413419,douyin_browse,474,78,1632436,0,0,68,655,0,59,0
1772373414205,douyin_browse,512,217,1626320,0,0,451,478,0,447,0
1772373414963,douyin_browse,388,176,1623128,0,0,9,34,0,81,0
1772373415702,douyin_browse,718,149,1587692,0,0,428,780,0,319,838
1772373416455,douyin_browse,2293,823,1584224,0,0,27,27,0,30,0
1772373417359,douyin_browse,390,196,1575420,0,0,12,99,0,8,412
1772373418226,douyin_browse,2934,676,1556568,0,0,56,96,0,94,4797
1772373419144,douyin_browse,16331,11727,1589320,0,0,147,330,0,60,3004
1772373420024,douyin_browse,10205,7645,1619572,0,0,230,1066,0,188,3136
1772373420773,douyin_browse,6689,5139,1602412,0,0,462,742,0,454,0
1772373421634,douyin_browse,130,0,1599944,0,0,284,60,0,53,0
1772373422536,douyin_browse,194,0,1592860,0,0,135,22,0,1319,0
1772373423414,douyin_browse,1867,15,1574472,0,0,3943,3981,0,2645,0
1772373424357,douyin_browse,180,0,1611048,0,0,211,155,0,311,0
1772373425134,douyin_browse,241,0,1581260,0,0,288,294,0,109,0
1772373425973,douyin_browse,28,0,1659284,0,0,29,19,0,27,0
1772373426843,douyin_browse,95,0,1663048,0,0,46,51,0,40,0
1772373427686,douyin_browse,221,3,1637584,0,0,99,84,0,116,0
1772373428542,douyin_browse,210,0,1659136,0,0,63,274,0,32,0
1772373429433,douyin_browse,253,0,1673028,0,0,103,98,0,110,0
1772373430262,douyin_browse,110,0,1631128,0,0,135,153,0,79,0
1772373431146,douyin_browse,147,0,1634244,0,0,116,84,0,123,0
1772373431936,douyin_browse,213,5,1613908,0,0,42,44,0,40,0
1772373432834,douyin_browse,846,6,1618344,0,0,2966,2946,0,2923,0
1772373433705,douyin_browse,1359,3,1596536,0,0,208,197,0,150,0
1772373434511,douyin_browse,595,10,1570952,0,0,237,288,0,236,0
1772373435332,douyin_browse,132,0,1646212,0,0,224,239,0,385,0
1772373436119,douyin_browse,380,4,1604496,0,0,199,222,0,25,0
1772373436961,douyin_browse,55,0,1603468,0,0,24,17,0,12,0
1772373437785,douyin_browse,451,0,1599880,0,0,193,173,0,173,0
1772373438643,douyin_browse,33,0,1597840,0,0,7,7,0,7,0
1772373439525,douyin_browse,38,13,1587964,0,0,4,8,0,18,0
1772373440416,douyin_browse,48,0,1573932,0,0,49,33,0,56,0
1772373441245,douyin_browse,156,3,1571868,0,0,159,142,0,113,0
1772373442026,douyin_browse,31,0,1574696,0,0,19,19,0,12,0
1772373442819,douyin_browse,654,0,1564544,0,0,158,145,0,146,0
1772373443717,douyin_browse,500,18,1561592,0,0,7,6,0,6,0
1772373444598,douyin_browse,34,6,1553880,0,0,6,7,0,22,0
1772373445543,switch_pinduoduo,19278,444,1445584,0,0,11011,18716,0,11717,198
1772373446324,switch_pinduoduo,18499,4697,1376592,0,0,6216,6740,0,5207,1286
1772373447107,switch_pinduoduo,14507,6946,1427396,0,0,744,1228,0,620,2835
1772373447865,switch_pinduoduo,3244,1537,1444292,0,0,160,230,0,172,0
1772373448682,switch_pinduoduo,9755,3253,1418172,0,0,11517,11979,0,11637,2793
1772373449520,switch_pinduoduo,3322,1709,1403012,0,0,128,140,0,104,0
1772373450361,switch_pinduoduo,587,288,1435540,0,0,28,196,0,18,0
1772373451245,switch_pinduoduo,2358,1811,1395136,0,0,62,77,0,30,957
1772373452132,douyin_browse,4477,3160,1342420,0,0,112,1230,0,151,3009
