ts,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout
1772264089139,0,0,3118484,0,0,389,0,0,255,0
1772264089854,0,0,2763616,0,0,181,0,0,171,91
1772264090540,0,0,3276712,6221,4438,1009,0,0,593,9685
1772264091181,0,0,3184788,0,0,815,0,0,1061,0
1772264091835,0,0,3119796,0,0,853,0,0,400,0
1772264092412,0,0,2984040,0,0,145,0,0,95,0
1772264092987,0,0,2812916,0,0,145,0,0,83,3291
1772264093558,0,0,2994244,0,0,24,0,0,16,3038
1772264094170,0,0,3052192,0,0,16,0,0,34,0
1772264094847,0,0,3024176,0,0,1364,0,0,1398,0
1772264095541,0,0,3019260,0,0,293,0,0,277,0
1772264096220,0,0,3017676,0,0,302,0,0,295,0
1772264096921,0,0,3007716,0,0,60,0,0,52,0
1772264097604,0,0,3006612,0,0,38,0,0,35,0
1772264098299,0,0,3000148,0,0,459,0,0,457,0
1772264099004,0,0,2998164,0,0,3,0,0,1,0
1772264099715,0,0,2998964,0,0,22,0,0,21,0
1772264100419,0,0,2991636,0,0,55,0,0,47,0
1772264101129,0,0,2988748,0,0,4,0,0,3,0
1772264101814,0,0,2989528,0,0,2,0,0,16,0
1772264102499,0,0,2977656,0,0,762,0,0,739,0
1772264103191,0,0,2972384,0,0,5,0,0,4,0
1772264103898,0,0,2904428,0,0,4979,0,0,4975,16951
1772264104670,0,0,2806824,464,339,1472,0,0,1374,9234
1772264105360,0,0,2753132,0,0,78,0,0,79,96
1772264106041,0,0,2597140,0,0,30,0,0,14,21512
1772264106773,0,0,2709784,0,0,17,0,0,16,3897
1772264107479,0,0,2704844,0,0,14,0,0,13,0
1772264108316,0,0,2706712,0,0,51,0,0,48,0
1772264109165,0,0,2703496,0,0,2,0,0,2,0
1772264110026,0,0,2699308,0,0,475,0,0,563,0
1772264110875,0,0,2698468,0,0,1950,0,0,1852,0
1772264111768,0,0,2690280,0,0,78,0,0,65,0
1772264112646,0,0,2689064,0,0,133,0,0,96,0
1772264113453,0,0,2716328,0,0,122,0,0,114,13483
1772264114224,0,0,2728532,0,0,346,0,0,335,14731
1772264114994,0,0,2742220,0,0,3,0,0,3,2480
1772264115855,0,0,2741836,0,0,2,0,0,2,0
1772264116713,0,0,2742392,0,0,0,0,0,0,0
1772264117592,0,0,2741620,0,0,0,0,0,0,0
1772264118488,0,0,2736356,0,0,2,0,0,3,0
1772264119285,0,0,2606808,0,0,397,0,0,187,8240
1772264120009,0,0,2483844,4718,1569,698,0,0,427,8761
1772264120735,0,0,2350116,0,0,52,0,0,28,2
1772264121427,0,0,2299292,0,0,2206,0,0,2043,14997
1772264122120,0,0,2430436,972,921,851,0,0,677,11156
1772264122861,0,0,2403656,0,0,104,0,0,55,0
1772264123546,0,0,2402580,0,0,5,0,0,7,0
1772264124245,0,0,2376324,0,0,30,0,0,24,0
1772264125004,0,0,2397524,0,0,9,0,0,4,0
1772264125687,0,0,2375660,0,0,62,0,0,27,0
1772264126392,0,0,2371752,0,0,3,0,0,1,0
1772264127089,0,0,2363408,0,0,62,0,0,12,0
1772264127797,0,0,2358280,0,0,84,0,0,101,0
1772264128437,0,0,2350152,0,0,154,0,0,120,4480
1772264129148,0,0,2376240,0,0,12,0,0,11,13541
1772264129816,0,0,2416084,0,0,29,0,0,28,15957
1772264130497,0,0,2356656,0,0,5,0,0,2,16934
1772264131220,0,0,2392424,0,0,12,0,0,12,770
1772264132004,0,0,2392176,0,0,48,0,0,48,0
1772264132768,0,0,2389796,0,0,0,0,0,0,0
1772264133513,0,0,2387712,0,0,7,0,0,0,0
1772264134243,0,0,2378228,0,0,187,0,0,156,50
1772264134926,0,0,2231288,10879,8629,654,0,0,363,16904
1772264135641,0,0,2156988,1410,764,675,0,0,418,23864
1772264136352,0,0,2028880,6891,5555,320,0,0,101,24628
1772264136971,0,0,2038436,0,0,133,0,0,151,4302
1772264137630,0,0,2146872,0,0,94,0,0,25,1409
1772264138450,0,0,2142840,0,0,3,0,0,4,0
1772264139292,0,0,2144420,0,0,4,0,0,2,0
1772264140106,0,0,2133224,0,0,20,0,0,16,0
1772264140947,0,0,2136996,0,0,3,0,0,1,1468
1772264141740,0,0,2140292,0,0,0,0,0,0,0
1772264142562,0,0,2144368,0,0,2,0,0,2,0
1772264143393,0,0,2144440,0,0,6,0,0,6,0
1772264144216,0,0,2149192,0,0,1,0,0,1,4262
1772264144892,0,0,2212004,0,0,1,0,0,1,22340
1772264145566,0,0,2241584,0,0,1,0,0,0,10981
1772264146415,0,0,2244036,0,0,8,0,0,2,0
1772264147272,0,0,2244676,0,0,6,0,0,57,0
1772264148122,0,0,2237380,0,0,1482,0,0,1410,0
1772264148984,0,0,2238024,0,0,4,0,0,2,0
1772264149748,0,0,2191552,0,955,2982,0,0,3675,2468
1772264150453,0,0,2213956,21246,6730,2143,0,0,1107,30203
1772264151181,0,0,2254560,13291,9466,1103,0,0,799,34872
1772264151932,0,0,2193416,0,0,164,0,0,92,11716
1772264152533,0,0,2130528,0,0,393,0,0,289,25807
1772264153162,0,0,2262596,0,0,111,0,0,79,11628
1772264153835,0,0,2237688,0,0,451,0,0,109,0
1772264154661,0,0,2133332,0,0,43,0,0,22,0
1772264155454,0,0,2178408,0,0,120,0,0,57,0
1772264156257,0,0,2150616,0,0,173,0,0,20,0
1772264157043,0,0,2123316,0,0,281,0,0,33,0
1772264157777,0,0,2161476,0,0,188,0,0,5,0
1772264158582,0,0,2153040,0,0,5,0,0,5,0
1772264159389,0,0,2168056,0,0,0,0,0,0,0
1772264160211,0,0,2165600,0,0,62,0,0,36,0
1772264161040,0,0,2189828,0,0,4,0,0,2,15534
1772264161719,0,0,2233308,0,0,11,0,0,7,12938
1772264162569,0,0,2233728,0,0,134,0,0,133,0
1772264163426,0,0,2233904,0,0,10,0,0,6,0
1772264164228,0,0,2234700,0,0,1174,0,0,2226,0
1772264164982,0,0,2176456,0,0,15972,0,0,14953,2339
1772264165639,0,0,2150248,0,0,15682,0,0,17375,11268
1772264166522,0,0,2221448,0,0,4678,0,0,2681,20714
1772264167232,0,0,2237112,0,0,8,0,0,6,0
1772264167992,0,0,2246676,0,0,21,0,0,16,0
1772264168862,0,0,2246516,0,0,13,0,0,13,0
1772264169759,0,0,2245464,0,0,11,0,0,6,0
1772264170627,0,0,2245156,0,0,21,0,0,20,0
1772264171524,0,0,2244056,0,0,8,0,0,5,0
1772264172367,0,0,2242764,0,0,59,0,0,54,0
1772264173267,0,0,2243128,0,0,1,0,0,0,0
1772264174165,0,0,2241432,0,0,148,0,0,133,0
1772264175045,0,0,2247648,0,0,32,0,0,32,6704
1772264175845,0,0,2281232,0,0,2267,0,0,2827,13826
1772264176481,0,0,2415116,26895,19237,30728,0,0,30138,37778
1772264177189,0,0,2318744,364,286,12158,0,0,10932,8714
1772264177792,0,0,2229316,0,0,1151,0,0,998,0
1772264178520,0,0,2184844,0,0,2404,0,0,1995,0
1772264179169,0,0,2158364,0,0,335,0,0,297,0
1772264179863,0,0,2092900,0,0,3249,0,0,3151,0
1772264180507,0,0,2093500,0,0,83,0,0,70,0
1772264181244,0,0,2051332,0,0,701,0,0,384,0
1772264182020,0,0,2018076,0,0,3356,0,0,3221,0
1772264182698,0,0,2020912,0,0,836,0,0,791,0
1772264183454,0,0,2017984,0,0,629,0,0,655,0
1772264184118,0,0,1990968,0,0,260,0,0,186,0
1772264184876,0,0,1974004,0,0,390,0,0,295,0
1772264185566,0,0,1970936,0,0,685,0,0,867,0
1772264186327,0,0,1917112,0,0,5183,0,0,5603,0
1772264187053,0,0,1887456,0,0,2746,0,0,1800,0
1772264187886,0,0,1830192,0,0,19416,0,0,19174,0
1772264188560,0,0,1873424,0,0,194,0,0,144,0
1772264189227,0,0,1881652,0,0,334,0,0,341,0
1772264189984,0,0,1882912,0,0,83,0,0,67,0
1772264190746,0,0,1878016,0,0,223,0,0,230,0
1772264191482,0,0,1879288,0,0,38,0,0,103,0
1772264192243,0,0,1878240,0,0,93,0,0,9,0
1772264193039,0,0,1860620,0,0,6372,0,0,6438,12
1772264193743,0,0,2035848,0,0,1269,0,0,1145,0
1772264194411,0,0,2031736,0,0,165,0,0,136,0
1772264195181,0,0,2026336,0,0,139,0,0,69,0
1772264195922,0,0,2019776,0,0,842,0,0,831,0
1772264196656,0,0,2028684,0,0,8,0,0,4,3325
1772264197392,0,0,2073080,0,0,22,0,0,22,11741
1772264198080,0,0,2057904,0,0,39,0,0,31,12219
1772264198798,0,0,2021260,0,0,11802,0,0,11571,1615
1772264199475,0,0,2042156,0,0,1321,0,0,1229,0
1772264200071,0,0,2045764,0,0,80,0,0,43,1657
1772264200875,0,0,2051896,0,0,10,0,0,7,0
1772264201721,0,0,2056716,0,0,31,0,0,15,0
1772264202482,0,0,2063656,0,0,354,0,0,291,15493
1772264203121,0,0,2056652,0,0,68,0,0,70,2458
1772264203891,0,0,2053384,1812,811,7984,0,0,7866,11937
1772264204609,0,0,2004928,0,0,2390,0,0,2208,4649
1772264205339,0,0,2041464,0,0,141,0,0,116,0
1772264206146,0,0,2033668,0,0,192,0,0,151,2857
1772264206756,0,0,2030392,0,0,106,0,0,100,1277
1772264207522,0,0,2028020,0,0,13,0,0,9,0
1772264208342,0,0,2029756,0,0,5,0,0,3,0
1772264209058,0,0,2058452,0,0,647,0,0,644,16791
1772264209821,0,0,2165128,0,0,461,0,0,285,8981
1772264210472,0,0,2117492,0,0,440,0,0,298,0
1772264211196,0,0,2106920,0,0,392,0,0,204,0
1772264211866,0,0,2122080,0,0,188,0,0,137,85
1772264212564,0,0,2116332,0,0,131,0,0,74,0
1772264213269,0,0,2122220,0,0,82,0,0,43,6427
1772264214014,0,0,2132484,0,0,36,0,0,29,6011
1772264214735,0,0,2110072,10359,4941,20879,0,0,21509,22254
1772264215426,0,0,2144216,0,0,1377,0,0,299,0
1772264216018,0,0,2150020,0,0,48,0,0,17,0
1772264216664,0,0,2143932,0,0,227,0,0,106,0
1772264217332,0,0,2140184,0,0,69,0,0,42,0
1772264218004,0,0,2134468,0,0,66,0,0,58,0
1772264218670,0,0,2176580,0,0,31,0,0,31,12941
1772264219432,0,0,2176044,0,0,1030,0,0,952,0
1772264220232,0,0,2173080,0,0,305,0,0,54,0
1772264221022,0,0,2172368,0,0,1,0,0,1,0
1772264221869,0,0,2172044,0,0,0,0,0,0,0
1772264222724,0,0,2172876,0,0,6,0,0,120,0
1772264223494,0,0,2039280,0,0,6212,0,0,5961,0
1772264224251,0,0,2065008,0,0,239,0,0,232,0
1772264225007,0,0,2063428,0,0,272,0,0,249,0
1772264225741,0,0,2000228,0,0,26588,0,0,26658,197
1772264226437,0,0,1899400,726,333,16460,0,0,16001,0
1772264227101,0,0,1926300,0,0,341,0,0,332,0
1772264227835,0,0,1938396,0,0,179,0,0,209,0
1772264228618,0,0,1935624,0,0,76,0,0,42,0
1772264229383,0,0,1933628,0,0,57,0,0,71,0
1772264230171,0,0,1932528,0,0,224,0,0,211,0
1772264230965,0,0,1843192,0,0,7626,0,0,7627,1344
1772264231628,0,0,1881656,0,0,203,0,0,272,1
1772264232304,0,0,1921520,0,0,2550,0,0,2454,16991
1772264232992,0,0,1954704,0,0,193,0,0,193,9434
1772264233751,0,0,1946388,0,0,68,0,0,48,0
1772264234445,0,0,1942368,0,0,31,0,0,28,0
1772264235272,0,0,1940348,0,0,2,0,0,1,0
1772264236118,0,0,1936896,0,0,92,0,0,92,0
1772264236990,0,0,1936912,0,0,10,0,0,10,0
1772264237829,0,0,1937344,0,0,4,0,0,4,0
1772264238607,0,0,1936920,0,0,8,0,0,7,0
1772264239470,0,0,1934856,0,0,45,0,0,35,0
1772264240311,0,0,1963364,0,0,16,0,0,16,12737
1772264240989,0,0,1990272,0,0,649,0,0,767,6414
1772264241782,0,0,2004268,0,0,127,0,0,9,0
1772264242563,0,0,1999880,336,232,8952,0,0,9027,1845
1772264243197,0,0,2020636,0,0,5103,0,0,4705,0
1772264243858,0,0,2019868,0,0,73,0,0,62,0
1772264244706,0,0,2020512,0,0,0,0,0,2,0
1772264245564,0,0,2020856,0,0,7,0,0,5,0
1772264246399,0,0,1929996,0,0,11686,0,0,12858,9282
1772264247097,0,0,1989440,0,0,1694,0,0,533,0
1772264247738,0,0,1980712,0,0,138,0,0,113,5853
1772264248492,0,0,1979688,0,0,60,0,0,61,0
1772264249265,0,0,1996904,0,0,159,0,0,143,1674
1772264249986,0,0,1995840,0,0,54,0,0,44,0
1772264250731,0,0,1994276,0,0,224,0,0,230,0
1772264251432,0,0,1960384,0,0,1819,0,0,1879,5528
1772264252128,0,0,1924016,0,0,16497,0,0,16363,3590
1772264252871,0,0,1899256,0,0,344,0,0,335,0
1772264253662,0,0,1903748,0,0,238,0,0,238,0
1772264254503,0,0,1902212,0,0,16,0,0,13,0
1772264255341,0,0,1903992,0,0,25,0,0,47,0
1772264256168,0,0,1921844,0,0,57,0,0,35,10790
1772264256969,0,0,1950340,0,0,20,0,0,19,7440
1772264257865,0,0,1950560,0,0,5,0,0,5,0
1772264258757,0,0,1949548,0,0,5,0,0,5,0
1772264259663,0,0,1950732,0,0,3,0,0,3,0
1772264260558,0,0,1949220,0,0,46,0,0,52,478
1772264261355,0,0,1983764,0,0,22,0,0,16,14774
1772264262144,0,0,1991532,0,0,115,0,0,115,213
1772264263039,0,0,1989736,0,0,18,0,0,13,0
1772264263914,0,0,1988884,0,0,4,0,0,4,0
1772264264822,0,0,1988312,0,0,4,0,0,4,0
1772264265747,0,0,1999260,0,0,1218,0,0,1214,0
1772264266616,0,0,1996304,0,0,47,0,0,0,0
1772264267452,0,0,1962480,568,446,19501,0,0,19325,2224
1772264268189,0,0,1967568,0,0,686,0,0,807,130
1772264268887,0,0,1978680,0,0,477,0,0,338,0
1772264269651,0,0,1978628,0,0,67,0,0,67,0
1772264270406,0,0,1975504,0,0,203,0,0,201,0
1772264271186,0,0,1976568,0,0,45,0,0,44,0
1772264271958,0,0,1972956,0,0,74,0,0,106,393
1772264272718,0,0,1970168,0,0,9070,0,0,12746,4988
1772264273377,0,0,1914160,0,0,8126,0,0,4333,2891
1772264274100,0,0,1998960,0,0,1342,0,0,1486,3425
1772264274816,0,0,1995264,0,0,124,0,0,125,0
1772264275561,0,0,1992384,0,0,55,0,0,78,0
1772264276300,0,0,1987044,0,0,162,0,0,130,1016
1772264277005,0,0,2016792,0,0,29,0,0,29,15243
1772264277686,0,0,2029708,0,0,21,0,0,124,4468
1772264278444,0,0,1944540,0,0,16399,0,0,16263,4769
1772264279139,0,0,1981756,0,0,141,0,0,141,0
1772264279906,0,0,1981152,0,0,15,0,0,18,0
1772264280682,0,0,1992096,0,0,136,0,0,135,0
1772264281519,0,0,1984856,0,0,45,0,0,44,0
1772264282325,0,0,2019272,0,0,10,0,0,9,15215
1772264283005,0,0,1998604,0,0,48,0,0,48,1227
1772264283747,0,0,1978428,0,0,401,0,0,400,0
1772264284437,0,0,2017276,0,0,196,0,0,193,0
1772264285196,0,0,2017028,0,0,19,0,0,19,0
1772264285953,0,0,2017132,0,0,3,0,0,3,0
1772264286806,0,0,2009880,0,0,227,0,0,216,0
1772264287629,0,0,2009592,0,0,44,0,0,44,0
1772264288440,0,0,1973280,0,0,441,0,0,730,66
1772264289118,0,0,1952112,0,0,20104,0,0,19808,1786
1772264289750,0,0,1991516,0,0,327,0,0,394,0
1772264290429,0,0,1989612,0,0,183,0,0,79,0
1772264291164,0,0,1989464,0,0,84,0,0,82,0
1772264291952,0,0,1983820,0,0,86,0,0,109,0
1772264292672,0,0,2015544,0,0,70,0,0,47,12065
1772264293336,0,0,2003892,0,0,8906,0,0,10015,4582
1772264294026,0,0,2014184,0,0,2581,0,0,1682,857
1772264294783,0,0,2011688,0,0,462,0,0,209,0
1772264295465,0,0,2011612,0,0,22,0,0,10,0
1772264296191,0,0,2011784,0,0,2,0,0,2,0
1772264296934,0,0,2012876,0,0,2,0,0,2,0
1772264297660,0,0,2010896,0,0,6,0,0,6,0
1772264298406,0,0,2051080,0,0,161,0,0,225,16936
1772264299102,0,0,2072308,0,0,109,0,0,29,4704
1772264299847,0,0,2073992,0,0,23,0,0,23,0
1772264300571,0,0,2072728,0,0,2,0,0,2,0
1772264301313,0,0,2071216,0,0,5,0,0,5,0
1772264302061,0,0,2072128,0,0,1,0,0,2,0
1772264302826,0,0,2070488,0,0,8,0,0,7,0
1772264303558,0,0,2070412,0,0,13,0,0,15,0
1772264304294,0,0,2068100,0,0,9,0,0,10,0
1772264305042,0,0,2068408,0,0,5,0,0,2,0
1772264305782,0,0,2066252,0,0,3,0,0,3,0
1772264306567,0,0,2067612,0,0,88,0,0,78,0
1772264307315,0,0,2066052,0,0,24,0,0,22,0
1772264308024,0,0,2066708,0,0,1,0,0,0,0
1772264308781,0,0,2065164,0,0,6,0,0,6,0
1772264309546,0,0,2064872,0,0,8,0,0,8,0
1772264310278,0,0,2063040,0,0,18,0,0,17,0
1772264311022,0,0,2065204,0,0,12,0,0,11,0
1772264311821,0,0,2061940,0,0,4,0,0,4,0
1772264312599,0,0,2063740,0,0,4,0,0,6,0
1772264313362,0,0,2062000,0,0,3,0,0,1,0
1772264314097,0,0,1977952,0,0,16396,0,0,16439,1058
1772264314799,0,0,1966048,0,0,359,0,0,353,2248
1772264315470,0,0,2035984,0,0,320,0,0,275,0
1772264316305,0,0,2033972,0,0,229,0,0,229,0
1772264317091,0,0,2060748,0,0,80,0,0,94,0
1772264317788,0,0,2057644,0,0,32,0,0,26,0
1772264318567,0,0,2057656,0,0,36,0,0,28,0
1772264319343,0,0,2052996,0,0,4139,0,0,4891,6642
1772264319994,0,0,2025556,1549,1163,9677,0,0,8580,13443
1772264320696,0,0,2070256,0,0,94,0,0,94,5511
1772264321380,0,0,2124816,0,0,24,0,0,24,18355
1772264322058,0,0,2135280,0,0,8,0,0,16,920
1772264322865,0,0,2143692,0,0,18,0,0,10,0
1772264323685,0,0,2145012,0,0,6,0,0,5,0
1772264324535,0,0,2105464,0,0,120,0,0,283,0
1772264325154,0,0,2085032,0,0,1549,0,0,1294,34
1772264325845,0,0,2128676,0,0,552,0,0,548,4347
1772264326453,0,0,2165956,0,0,10,0,0,9,13438
1772264327111,0,0,2154888,0,0,2125,0,0,2305,0
1772264327719,0,0,2159860,0,0,1722,0,0,1542,0
1772264328373,0,0,2147760,0,0,3035,0,0,3037,530
1772264328969,0,0,2150484,0,0,307,0,0,302,0
1772264329633,0,0,2152072,0,0,71,0,0,70,4
1772264330312,0,0,2059292,0,0,11024,0,0,11017,66
1772264330928,0,0,2085004,0,0,2327,0,0,4589,1124
1772264331624,0,0,2100492,0,0,4413,0,0,2127,0
1772264332415,0,0,2098708,0,0,73,0,0,57,0
1772264333230,0,0,2092912,0,0,56,0,0,55,0
1772264334035,0,0,2086324,0,0,10262,0,0,10311,10721
1772264334706,0,0,2103964,0,0,3572,0,0,3500,1630
1772264335369,0,0,2120812,0,0,3752,0,0,3487,9957
1772264336003,0,0,2117552,0,0,240,0,0,298,267
1772264336669,0,0,2124556,0,0,123,0,0,91,0
1772264337338,0,0,2119936,0,0,320,0,0,277,0
1772264338010,0,0,2119648,0,0,250,0,0,248,0
1772264338705,0,0,2114776,0,0,780,0,0,770,0
1772264339447,0,0,2115648,0,0,63,0,0,67,0
1772264340284,0,0,2104860,0,0,1363,0,0,1306,0
1772264341081,0,0,1995320,0,0,16832,0,0,16772,0
1772264341725,0,0,2030368,0,0,266,0,0,266,0
1772264342456,0,0,2029296,0,0,17,0,0,17,0
1772264343267,0,0,2025888,0,0,61,0,0,61,0
1772264344124,0,0,2021220,0,0,207,0,0,205,0
1772264344965,0,0,2019364,0,0,84,0,0,87,0
1772264345734,0,0,2010064,0,0,26,0,0,23,0
1772264346477,0,0,1960052,0,0,5274,0,0,5285,0
1772264347170,0,0,1997472,0,0,161,0,0,136,0
1772264347996,0,0,1996796,0,0,8,0,0,8,0
1772264348807,0,0,1997204,0,0,15,0,0,15,0
1772264349608,0,0,1992916,0,0,129,0,0,516,0
1772264350310,0,0,2030060,0,0,552,0,0,161,15059
1772264351008,0,0,2047072,0,0,3,0,0,3,3894
1772264351766,0,0,1939168,0,0,24331,0,0,24304,0
1772264352446,0,0,1987480,0,0,252,0,0,250,6163
1772264353110,0,0,2043564,0,0,84,0,0,88,14638
1772264353793,0,0,2039032,0,0,262,0,0,258,0
1772264354511,0,0,2031988,0,0,83,0,0,87,0
1772264355247,0,0,2028948,0,0,88,0,0,100,0
1772264355968,0,0,2027540,0,0,122,0,0,95,0
1772264356701,0,0,2032052,0,0,440,0,0,295,0
1772264357395,0,0,1939908,684,377,2367,0,0,2023,7596
1772264358102,0,0,1950272,0,0,390,0,0,350,0
1772264358827,0,0,1943228,0,0,1158,0,0,1228,0
1772264359515,0,0,1960796,0,0,647,0,0,574,0
1772264360232,0,0,1964616,0,0,145,0,0,133,302
1772264360973,0,0,1981840,0,0,11,0,0,13,6766
1772264361719,0,0,1977808,0,0,38,0,0,20,0
1772264362474,0,0,1901480,0,0,18111,0,0,18050,748
1772264363137,0,0,1943372,0,0,113,0,0,102,0
1772264363780,0,0,1996596,0,0,243,0,0,191,16057
1772264364497,0,0,2030928,0,0,73,0,0,73,7892
1772264365307,0,0,2036320,0,0,209,0,0,208,0
1772264366094,0,0,2036964,0,0,30,0,0,35,0
1772264366890,0,0,2032872,0,0,9,0,0,4,0
1772264367673,0,0,1992272,0,0,222,0,0,179,0
1772264368341,0,0,2030296,0,0,101,0,0,114,0
1772264369008,0,0,2028348,0,0,27,0,0,14,0
1772264369675,0,0,2028452,0,0,1,0,0,1,0
1772264370336,0,0,2027280,0,0,43,0,0,42,0
1772264370946,0,0,2025128,0,0,3,0,0,2,0
1772264371640,0,0,2026176,0,0,0,0,0,0,0
1772264372306,0,0,2024520,0,0,1,0,0,1,0
1772264372967,0,0,1897464,0,0,165,0,0,150,5758
1772264373617,0,0,2147004,0,0,69,0,0,62,0
1772264374294,0,0,2193296,0,0,19,0,0,9,17466
1772264374971,0,0,2206080,0,0,11,0,0,9,2761
1772264375677,0,0,2203668,0,0,29,0,0,29,0
1772264376394,0,0,2201608,0,0,7,0,0,6,0
1772264377152,0,0,2200272,0,0,2,0,0,2,0
1772264377895,0,0,2160296,0,0,450,0,0,761,0
1772264378568,0,0,2110612,0,0,13884,0,0,13532,0
1772264379255,0,0,2099716,0,0,157,0,0,160,0
1772264380024,0,0,2098396,0,0,14,0,0,5,0
1772264380854,0,0,2098140,0,0,3,0,0,4,0
1772264381711,0,0,2094524,0,0,8,0,0,7,0
1772264382589,0,0,2092940,0,0,50,0,0,45,0
