ts,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout
1772272585195,238,1,1991112,0,0,0,2,0,0,0
1772272586116,134,0,1993532,0,0,86,40,0,132,0
1772272586845,187,0,1881912,0,0,758,492,0,1692,236
1772272587680,62926,27681,1692436,5028,2968,2103,1991,57,431,27973
1772272588507,99483,34699,1620072,5797,4987,624,5644,90,197,34878
1772272589320,67935,58697,1776288,0,0,403,2038,0,79,7500
1772272590176,77,0,1769612,0,0,119,37,0,37,0
1772272591043,316,70,1729156,0,0,177,3370,0,102,0
1772272591938,497,15,1733144,0,0,132,120,0,121,0
1772272592873,60,0,1709344,0,0,27,32,0,10,0
1772272593789,0,0,1705296,0,0,1,0,0,0,0
1772272594693,6,0,1710972,0,0,17,3,0,3,9611
1772272595591,35871,30443,1741372,0,0,191,209,0,145,1978
1772272596473,3950,1030,1755740,0,0,10,275,0,4,14379
1772272597287,14971,13565,1814748,0,0,17,514,0,4,19038
1772272598093,5,0,1863484,0,0,11,540,0,3,13447
1772272599020,0,0,1887048,0,0,1,4,0,1,0
1772272599954,0,0,1874896,0,0,0,0,0,6,0
1772272600826,69,0,1877644,0,0,26,23,0,17,0
1772272601697,258,0,1805028,2508,2319,529,2357,34,403,9964
1772272602512,101539,48863,2083176,7789,7056,2767,7725,112,3472,23727
1772272603256,109311,10340,2055400,9698,8930,5102,18727,113,3750,38958
1772272604084,94924,39833,2024880,0,0,568,4865,0,234,22178
1772272604836,1904,1054,2035820,0,0,329,1161,0,77,0
1772272605496,333,0,1989884,0,0,317,248,0,257,0
1772272606322,467,12,1900756,0,0,216,165,0,133,0
1772272607209,56,0,1896588,0,0,102,82,0,307,0
1772272608084,531,1,1874104,0,0,470,3886,0,67,0
1772272608957,9539,6243,1913392,0,0,304,3171,0,64,1850
1772272609807,49917,31931,1989584,6872,3224,248,6693,57,2,18720
1772272610623,0,0,1996400,0,0,2,62,0,0,12839
1772272611501,31,20,2004888,0,0,27,1367,0,2,0
1772272612400,0,0,2006696,0,0,1,6,0,0,0
1772272613280,8,0,2017528,0,0,12,632,0,2,2580
1772272614074,0,0,2055860,0,0,0,0,0,0,16876
1772272614907,596,211,2088572,0,0,133,467,0,88,7205
1772272615813,2,0,2069728,0,0,7,356,0,2,0
1772272616709,9,0,2058948,0,0,3,3,0,1,0
1772272617626,1146,883,2091084,0,0,11,176,0,6,0
1772272618512,5,0,2081560,0,0,1,44,0,1,0
1772272619416,2680,9,2113640,0,0,1315,1379,0,1308,0
1772272620314,387,205,2110292,0,0,6,37,0,4,0
1772272621250,578,315,2088560,0,0,42,263,0,19,0
1772272622160,17818,123,2089704,0,0,5728,6136,0,6945,2340
1772272622890,15285,262,2080252,0,0,5477,5391,0,4201,0
1772272623801,135,0,2057308,0,0,21,107,0,15,0
1772272624723,98,6,2085972,0,0,60,58,0,55,0
1772272625543,109,0,2060736,0,0,42,106,0,39,0
1772272626409,6102,3889,2073576,0,0,51,615,0,32,1534
1772272627295,93284,26210,2100028,13863,10820,17855,23105,293,18899,31313
1772272628144,91587,27286,2138204,11564,10873,8052,14029,23,7501,17642
1772272628959,56153,21855,2096348,1928,1928,8627,16348,0,7258,7199
1772272629745,4617,1382,2088376,0,0,355,740,0,563,0
1772272630553,6673,839,2117332,0,0,861,2122,0,600,1622
1772272631375,14834,11184,2111412,0,0,92,1245,0,29,3253
1772272632196,2976,1110,2078288,0,0,80,140,0,76,570
1772272633067,9606,8830,2102952,0,0,14,13,0,14,0
1772272633972,2554,1423,2099136,0,0,26,38,0,13,0
1772272634847,11,0,2107080,0,0,124,4,0,3,0
1772272635636,35,0,2102592,0,0,174,5,0,2,0
1772272636550,36,0,2078496,0,0,4,3,0,3,0
1772272637482,22,0,2110416,0,0,4,2,0,3,10395
1772272638311,23,0,2150200,0,0,13,12,0,13,18055
1772272639128,12,0,2200808,0,0,0,2,0,1,11770
1772272639996,25,0,2178516,0,0,5,5,0,4,0
1772272640866,59,0,2179148,0,0,4,5,0,5,0
1772272641798,73,0,2200952,0,0,8,5,0,15,0
1772272642733,78,0,2226672,0,0,46,41,0,34,0
1772272643611,65,0,2228288,0,0,4,6,0,4,0
1772272644469,6,0,2197052,0,0,5,5,0,4,0
1772272645375,74,0,2209128,0,0,6,5,0,8,0
1772272646262,62,0,2225640,0,0,9,9,0,6,0
1772272647118,209,0,2212992,0,0,38,37,0,38,0
1772272647977,725,10,2213652,0,0,2088,2208,0,3789,0
1772272648647,30594,188,2171716,0,0,10234,10141,0,8631,5981
1772272649301,10932,63,2206712,0,0,3465,3311,0,3268,4572
1772272650230,361,0,2211140,0,0,48,87,0,48,0
1772272651118,249,0,2175136,0,0,70,70,0,69,0
1772272652063,105,0,2183024,0,0,62,62,0,62,0
1772272653005,5831,342,2199416,0,0,921,915,0,923,0
1772272653831,116,0,2197800,0,0,7,12,0,4,0
1772272654687,5,0,2196876,0,0,55,0,0,266,0
1772272655474,5446,47,2190856,0,0,749,852,0,393,0
1772272656370,0,0,2174024,0,0,4,0,0,0,0
1772272657252,13,0,2163540,0,0,18,17,0,17,0
1772272658145,238,21,2193192,0,0,27,27,0,32,0
1772272658994,629,48,2192876,0,0,124,91,0,101,0
1772272659870,156,0,2196652,0,0,6,24,0,14,0
1772272660770,77,0,2213936,0,0,14,14,0,1,0
1772272661659,29,0,2211868,0,0,3,1,0,4,0
1772272662538,40,0,2200264,0,0,5,6,0,4,0
1772272663404,23,0,2184520,0,0,2,2,0,1,0
1772272664305,33,0,2194208,0,0,15,4,0,32,0
1772272665158,495,35,2209052,0,0,70,86,0,51,0
1772272666041,18,0,2210224,0,0,1,1,0,0,0
1772272666946,0,0,2206468,0,0,1,1,0,2,0
1772272667854,26,0,2207144,0,0,4,9,0,142,0
1772272668638,7230,1886,2090792,0,0,8113,8459,0,7884,0
1772272669513,1267,22,2085920,0,0,675,677,0,655,0
1772272670374,382,0,2116080,0,0,77,85,0,88,0
1772272671159,207,0,2116308,0,0,86,56,0,73,0
