ts,phase,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout
1772283689367,cold_start,467,0,1970264,0,0,172,1505,0,2619,0
1772283690185,cold_start,75079,15563,1693220,7623,3299,4737,12685,66,1964,14347
1772283690975,cold_start,110355,38297,1652168,6224,5353,307,6133,112,192,32985
1772283691954,cold_start,268306,52864,1534792,49281,29621,568,18600,602,483,47938
1772283692830,cold_start,411784,56129,1637324,22840,18018,8616,51973,356,8073,36449
1772283693783,cold_start,147918,6153,1790600,0,0,7657,16601,0,7172,0
1772283694539,cold_start,23074,22,1675468,0,0,3594,5270,0,3054,491
1772283695368,cold_start,122302,21929,1591844,12784,9993,3811,10728,378,3652,31084
1772283696282,cold_start,184301,57747,1664020,11156,10316,7315,18743,2,6621,25581
1772283696929,cold_start,49858,30692,1654904,0,0,2483,15037,0,2484,8549
1772283697624,cold_start,6503,18,1583040,0,0,2281,2519,0,1179,0
1772283698308,cold_start,966,25,1505648,0,0,619,675,0,375,0
1772283698987,cold_start,32014,506,1551904,0,0,2925,2983,0,2912,14141
1772283699781,cold_start,46172,4925,1490136,0,0,2273,2556,0,2061,8304
1772283700471,cold_start,5263,1155,1547488,0,0,54,1945,0,7,20379
1772283701202,cold_start,2186,755,1602576,0,0,94,2163,0,40,1790
1772283701941,launch_douyin,5448,2375,1623408,3720,6244,688,5051,409,539,10784
1772283702814,launch_douyin,131292,58303,1850124,30460,14775,1385,6148,39,214,40994
1772283703686,launch_douyin,98827,31601,1774052,2524,2397,1407,4439,11,491,15039
1772283704505,launch_douyin,92235,20990,1697468,660,599,1105,6879,0,450,21036
1772283705292,launch_douyin,21693,10816,1730692,0,0,523,3629,0,416,57
1772283706139,launch_douyin,7493,4264,1766032,0,0,196,3623,0,32,576
1772283707080,launch_douyin,49068,36440,1717624,0,0,244,2725,0,117,19003
1772283708005,launch_douyin,61989,44717,1713180,0,0,544,5191,0,353,10144
1772283708838,launch_douyin,13579,9847,1655388,0,0,61,2687,0,6,3971
1772283709696,launch_douyin,68988,30506,1768544,2125,818,4446,17586,13,4091,3817
1772283710483,douyin_browse,39182,12992,1697296,2759,2126,609,10680,35,2260,9956
1772283711198,douyin_browse,133430,25714,1717916,3558,2833,12639,42596,52,11199,11426
1772283711867,douyin_browse,133663,24186,1712380,0,0,4588,24367,0,3797,15565
1772283712569,douyin_browse,104019,28900,1789324,1125,544,2713,32706,9,2375,17718
1772283713367,douyin_browse,62033,17162,1696556,4572,3360,5588,13363,65,5274,7150
1772283714148,douyin_browse,5466,3136,1745908,0,0,284,13793,0,97,2681
1772283714886,douyin_browse,27359,13649,1705088,0,0,371,8630,0,67,13324
1772283715671,douyin_browse,16144,8092,1958088,0,0,294,1727,0,66,0
1772283716517,douyin_browse,63,0,1940048,0,0,72,1088,0,52,0
1772283717332,douyin_browse,3251,1888,2001564,0,0,178,3948,0,62,35
1772283718151,douyin_browse,4994,1704,2011688,0,0,148,1030,0,102,0
1772283718902,douyin_browse,24,5,1945164,0,0,26,55,0,4,38
1772283719697,douyin_browse,777,3,1935492,0,0,56,259,0,52,2270
1772283720481,douyin_browse,15700,11657,1899136,0,0,412,5216,0,349,4732
1772283721325,douyin_browse,6853,3816,1896516,0,0,54,436,0,45,1170
1772283722175,douyin_browse,94305,24895,1863696,21187,19708,17595,33471,476,18337,24170
1772283723040,douyin_browse,136073,28833,1832124,5198,4652,7382,14100,0,5945,7681
1772283723698,douyin_browse,23509,619,1734352,0,0,3363,4849,0,3165,0
1772283724337,douyin_browse,27412,180,1669276,0,0,5593,5911,0,5134,0
1772283724981,douyin_browse,13066,142,1614872,0,0,4774,5727,0,4663,0
1772283725668,douyin_browse,21414,6100,1727512,0,0,4408,5666,0,4298,2217
1772283726314,douyin_browse,13455,280,1635628,0,0,2670,6366,0,2224,0
1772283726998,douyin_browse,89720,28884,1660444,687,841,1570,11213,18,1361,24137
1772283727924,douyin_browse,118606,44870,1662200,6087,3329,3041,15881,62,2723,12415
1772283728567,douyin_browse,49865,24796,1629764,0,0,1781,6341,0,1577,11270
1772283729318,douyin_browse,70097,26899,1659400,3359,2933,1006,19043,56,1075,8242
1772283730080,douyin_browse,70492,16624,1629088,5322,4401,2055,9633,82,1361,5948
1772283730846,douyin_browse,43736,22663,1608448,0,0,1362,9500,0,1332,3553
1772283731572,douyin_browse,16413,7510,1578920,0,0,423,7738,0,209,430
1772283732330,douyin_browse,31014,9373,1575592,0,0,511,9664,0,299,13
1772283733169,douyin_browse,5426,3093,1558564,0,0,548,7011,0,561,5216
1772283733971,douyin_browse,79429,52930,1569140,0,0,2574,19547,0,2505,22577
1772283734881,douyin_browse,70792,48306,1724376,0,0,754,9648,0,369,5136
1772283735716,douyin_browse,6953,2804,1645832,0,6567,1517,15740,529,1895,11356
1772283736713,douyin_browse,179022,56336,1626888,33695,20603,1612,21348,40,685,16775
1772283737508,douyin_browse,23839,18707,1638448,0,0,122,914,0,83,31
1772283738357,douyin_browse,41359,4766,1627520,3409,3665,4535,11779,222,5320,9469
1772283739195,douyin_browse,247179,41053,1747680,17786,15165,11853,31609,240,10395,15250
1772283740117,douyin_browse,194974,54632,1612096,25926,21103,1627,27224,377,497,35611
1772283740924,douyin_browse,90445,22779,1896592,3664,3146,975,7691,61,741,9470
1772283741684,douyin_browse,2989,1270,1865180,0,0,311,1043,0,245,0
1772283742419,douyin_browse,8006,2841,1847280,0,0,4723,9138,0,4809,0
1772283743278,douyin_browse,6167,3015,1810324,0,0,561,3883,0,398,580
1772283744146,douyin_browse,5679,2956,1803252,0,0,322,462,0,410,460
1772283744962,douyin_browse,13653,5106,1831152,0,0,746,2469,0,579,1629
1772283745730,douyin_browse,7552,1736,1801656,0,0,6487,6485,0,6467,555
1772283746592,douyin_browse,4299,2493,1939756,0,0,817,1422,0,2375,0
1772283747434,douyin_browse,3865,1307,1900020,0,0,2255,5851,0,630,0
1772283748290,douyin_browse,806,562,1924364,0,0,104,992,0,21,0
1772283749094,douyin_browse,1010,324,1917484,0,0,1038,1420,0,1554,0
1772283749745,douyin_browse,55451,7871,1804188,427,343,8308,13602,7,7925,13575
1772283750576,douyin_browse,126134,40403,1739592,516,1085,3006,21439,21,2339,24717
1772283751456,douyin_browse,103782,24879,1557456,5272,3489,2042,9922,72,1984,16580
1772283752269,douyin_browse,108796,31420,1555192,1233,815,8130,24212,21,8078,25975
1772283753024,douyin_browse,73462,23176,1457948,0,0,4648,16962,0,4317,14428
1772283754075,douyin_browse,17095,269,1283492,0,0,4840,5685,0,4497,1015
1772283754811,douyin_browse,63627,21880,1131496,0,1305,6464,8497,40,6523,8019
1772283755649,douyin_browse,101641,28181,1296992,8811,776,6055,20406,0,5459,4621
1772283756362,douyin_browse,100065,20885,1155992,30045,22670,6341,29534,571,6193,22002
1772283757298,douyin_browse,160817,39012,1149716,8791,6311,4418,21143,31,3647,13203
1772283758230,douyin_browse,316486,60255,1153112,34180,28403,5042,25240,535,5298,39066
1772283759353,douyin_browse,125919,17923,1750232,4249,1557,10432,21424,0,9068,0
1772283760226,douyin_browse,4981,314,1834252,0,0,1090,5385,0,730,0
1772283760896,douyin_browse,4753,1447,1893872,0,0,1397,4440,0,1267,0
1772283761746,douyin_browse,5251,3003,1912636,0,0,632,2154,0,640,0
1772283762503,douyin_browse,6720,3233,1966496,0,0,1312,7532,0,1123,0
1772283763323,douyin_browse,1051,425,1964824,0,0,482,1558,0,858,0
1772283764106,douyin_browse,2531,732,1932080,0,0,1050,2769,0,580,0
1772283764766,douyin_browse,6138,339,1907272,0,0,2645,6730,0,2499,0
1772283765411,douyin_browse,3664,420,1885184,0,0,946,2198,0,876,0
1772283766062,douyin_browse,5622,3575,1976980,0,0,599,5821,0,475,0
1772283766787,douyin_browse,11097,6340,2034132,0,0,181,295,0,214,0
1772283767464,douyin_browse,3237,35,2053120,0,0,1134,1187,0,1090,0
1772283768189,douyin_browse,647,107,2047092,0,0,187,418,0,161,0
1772283768846,douyin_browse,80,1,2086704,0,0,326,637,0,439,0
1772283769650,douyin_browse,11747,653,1989436,0,0,7725,10018,0,7600,0
1772283770429,douyin_browse,3036,377,2096484,0,0,1056,7433,0,881,0
1772283771238,switch_weibo,86666,21987,2063284,546,359,14371,26691,7,15170,17825
1772283772159,switch_weibo,95112,22755,2062544,0,0,12193,21518,66,11499,18737
1772283773042,switch_weibo,300852,29366,1921948,48046,38824,12148,25457,577,12347,21027
1772283773767,switch_weibo,133193,10736,1821720,0,0,14119,18684,0,14493,13744
1772283774548,switch_weibo,119809,10471,1793540,0,0,7625,10737,0,5889,18891
1772283775281,switch_weibo,89902,2871,1792196,0,0,6428,8297,0,6371,8400
1772283775987,switch_weibo,65821,5307,1758712,0,0,7879,12874,0,7698,8223
1772283776652,switch_weibo,50109,22816,1738680,0,0,6301,8965,0,6071,7412
1772283777287,switch_weibo,6952,2194,1778956,0,0,980,1178,0,1192,0
1772283777981,douyin_browse,30862,4444,1733900,1344,1085,2247,10669,19,2284,5281
1772283778957,douyin_browse,78495,14379,1755224,0,0,1694,18906,0,1293,6164
1772283779780,douyin_browse,26551,11303,1768256,0,0,309,1332,0,163,0
1772283780529,douyin_browse,1151,406,1739940,0,0,374,2379,0,370,0
1772283781343,douyin_browse,6622,3129,1856740,0,0,967,6638,0,780,0
1772283782116,douyin_browse,2303,1545,1860492,0,0,364,1666,0,316,0
1772283782969,douyin_browse,1123,584,1880076,0,0,158,4812,0,420,0
1772283783840,douyin_browse,3206,1130,1860764,0,0,947,3146,0,567,402
1772283784697,douyin_browse,9378,5949,1857204,0,0,263,622,0,235,39
1772283785551,douyin_browse,4416,1972,1827616,0,0,526,1449,0,511,969
1772283786303,douyin_browse,4645,3446,1817112,0,0,1538,3089,0,4045,21
1772283787175,douyin_browse,7079,2097,1808380,0,0,3538,3454,0,980,0
1772283788025,douyin_browse,5700,1763,1795824,0,0,589,1694,0,577,393
1772283788810,douyin_browse,8278,3766,1754776,0,0,258,1332,0,176,160
1772283789610,douyin_browse,26296,4445,1777772,0,0,633,4811,0,589,1284
1772283790445,douyin_browse,16532,11688,1811572,0,0,556,3405,0,511,0
1772283791259,douyin_browse,4209,1291,1785540,0,0,1083,1915,0,1061,1851
1772283792135,douyin_browse,4713,1206,1876092,0,0,348,532,0,358,0
1772283792923,douyin_browse,1432,234,1876052,0,0,98,112,0,83,0
1772283793770,douyin_browse,740,10,1865248,0,0,214,212,0,196,0
1772283794684,douyin_browse,363,88,1864408,0,0,659,1030,0,1056,0
1772283795544,douyin_browse,3606,1303,1838080,0,0,807,1095,0,431,0
1772283796347,douyin_browse,1019,171,1820408,0,0,2248,2754,0,2168,0
1772283797133,douyin_browse,1308,15,1817104,0,0,28,71,0,27,0
1772283798016,douyin_browse,75,0,1816316,0,0,37,1737,0,28,0
1772283798867,douyin_browse,349,0,1818792,0,0,94,94,0,94,0
1772283799703,douyin_browse,594,121,1795800,0,0,97,657,0,99,0
1772283800532,douyin_browse,1510,561,1828412,0,0,712,1846,0,794,0
1772283801329,douyin_browse,1394,7,1826548,0,0,629,1233,0,490,0
1772283802124,douyin_browse,404,2,1799920,0,0,73,94,0,71,0
1772283803057,douyin_browse,46,0,1830812,0,0,32,104,0,32,0
1772283803888,douyin_browse,1578,584,1671340,752,198,1170,2193,4,1287,240
1772283804714,douyin_browse,28994,9366,1607092,0,0,319,2633,0,104,702
1772283805502,douyin_browse,15623,9218,1597856,0,0,227,601,0,206,1562
1772283806345,douyin_browse,8534,4171,1573820,0,0,839,2008,0,829,124
1772283807225,douyin_browse,2215,1500,1591768,0,0,193,396,0,185,64
1772283808117,douyin_browse,1920,1006,1594656,0,0,70,76,0,67,0
1772283808985,douyin_browse,578,274,1591900,0,0,36,324,0,43,0
1772283809842,douyin_browse,1980,481,1609712,0,0,119,585,0,162,83
1772283810654,douyin_browse,13338,6387,1660016,0,0,490,1582,0,402,1092
1772283811475,douyin_browse,13038,8336,1659632,0,0,2751,5236,0,2770,624
1772283812332,douyin_browse,6099,3987,1767512,0,0,68,242,0,69,0
1772283813204,douyin_browse,30,0,1734504,0,0,11,7,0,8,0
1772283814020,douyin_browse,43,6,1726800,0,0,8,9,0,8,0
1772283814888,douyin_browse,456,137,1716564,0,0,16,149,0,60,0
1772283815698,douyin_browse,4604,2355,1657156,0,0,545,3058,0,439,1089
1772283816487,douyin_browse,11960,2523,1630348,0,0,6449,8760,0,6703,614
1772283817324,douyin_browse,6950,2565,1642904,0,0,611,813,0,344,39
1772283818141,douyin_browse,2934,1650,1638760,0,0,91,616,0,74,0
1772283818913,douyin_browse,822,433,1640936,0,0,13,122,0,11,0
1772283819727,douyin_browse,844,11,1653936,0,0,11,192,0,6,603
1772283820518,douyin_browse,21673,12090,1638368,0,0,86,11837,0,13,878
1772283821189,douyin_browse,6055,4469,1666556,0,0,46,2473,0,29,5
1772283821862,douyin_browse,1645,514,1698036,0,0,1407,2801,0,1377,0
1772283822533,douyin_browse,4445,2663,1636712,0,0,323,6260,0,217,725
1772283823229,douyin_browse,7780,2643,1641372,0,0,83,1444,0,22,1329
1772283823915,douyin_browse,3030,1560,1630356,0,0,159,211,0,154,0
1772283824573,douyin_browse,351,295,1627828,0,0,12,72,0,10,507
1772283825297,douyin_browse,4187,2097,1631552,0,0,540,706,0,541,1279
1772283826048,douyin_browse,52183,15673,1349024,772,535,472,5438,25,395,20007
1772283827022,douyin_browse,78320,16297,1698260,950,757,515,11368,0,183,1324
1772283827732,douyin_browse,1127,566,1621548,0,0,221,1012,0,245,0
1772283828485,douyin_browse,1319,868,1617912,0,0,272,1487,0,409,0
1772283829287,douyin_browse,8803,3385,1589732,0,0,338,3755,0,174,18
1772283830122,douyin_browse,1840,777,1587440,0,0,203,801,0,188,5
1772283831043,douyin_browse,729,139,1602416,0,0,8,316,0,7,0
1772283831889,douyin_browse,3930,1158,1442720,0,0,943,1965,0,1018,5715
1772283832733,douyin_browse,21439,13747,1437448,0,0,184,640,0,68,0
1772283833565,douyin_browse,1086,759,1463092,0,0,12,351,0,8,334
1772283834380,douyin_browse,2368,1766,1448556,0,0,14,73,0,9,408
1772283835277,douyin_browse,3257,1309,1445308,0,0,12,56,0,11,0
1772283836081,douyin_browse,243,0,1441512,0,0,91,91,0,90,0
1772283836834,douyin_browse,15849,8733,1518904,0,0,1327,2846,0,1311,3339
1772283837614,douyin_browse,5829,3525,1509004,0,0,68,70,0,68,1580
1772283838518,douyin_browse,6800,2474,1623800,0,0,41,82,0,42,0
1772283839387,douyin_browse,477,193,1631444,0,0,27,188,0,17,0
1772283840286,douyin_browse,1565,425,1629080,0,0,67,305,0,60,0
1772283841130,douyin_browse,1520,53,1663036,0,0,120,1330,0,125,0
1772283841937,douyin_browse,2143,613,1733824,0,0,596,1097,0,555,0
1772283842808,douyin_browse,363,41,1710156,0,0,6,267,0,7,0
1772283843691,douyin_browse,1146,318,1700736,0,0,100,142,0,99,0
1772283844559,douyin_browse,54,0,1698644,0,0,10,10,0,7,0
1772283845469,douyin_browse,899,410,1677280,0,0,69,138,0,66,0
1772283846357,switch_qqmusic,87803,14503,1659964,7142,3371,26827,47886,65,28990,9622
1772283847158,switch_qqmusic,142585,47880,1695656,8316,6390,22964,47861,117,23199,23776
1772283847942,switch_qqmusic,33819,6202,1749824,0,0,4697,16436,0,1499,743
1772283848657,switch_qqmusic,34274,24285,1725300,0,0,186,5362,0,90,2009
1772283849507,switch_qqmusic,6631,3154,1715272,0,0,316,1537,0,301,707
1772283850396,switch_qqmusic,3379,2316,1718736,0,0,455,1033,0,679,2025
1772283851178,switch_qqmusic,7882,5190,1704568,0,0,1105,3380,0,867,7144
1772283852001,switch_qqmusic,18451,15249,1724876,0,0,315,335,0,563,2107
1772283852882,douyin_browse,2427,423,1680700,0,0,941,1582,0,862,1104
1772283853673,douyin_browse,63911,19672,1706112,1443,1250,1071,11154,23,677,15582
1772283854433,douyin_browse,8051,4982,1758800,0,0,236,441,0,234,807
1772283855263,douyin_browse,1805,1321,1742056,0,0,12,59,0,7,0
1772283856155,douyin_browse,1971,98,1737440,0,0,2624,5467,0,2600,825
1772283856963,douyin_browse,12012,7480,1738804,0,0,179,5241,0,101,106
1772283857703,douyin_browse,17275,11140,1692836,0,0,199,7080,0,196,1606
1772283858516,douyin_browse,2481,665,1732660,0,0,54,641,0,40,0
1772283859387,douyin_browse,283,188,1734464,0,0,23,21,0,24,0
1772283860215,douyin_browse,658,303,1734192,0,0,32,689,0,47,0
1772283861086,douyin_browse,1967,0,1733372,0,0,145,3365,0,94,0
1772283861961,douyin_browse,19516,6092,1571188,1058,698,275,3192,15,307,2313
1772283862810,douyin_browse,17431,3681,1663656,801,54,182,2078,0,68,17306
1772283863490,douyin_browse,1522,611,1783408,0,0,662,1009,0,665,6671
1772283864282,douyin_browse,549,215,1768964,0,0,97,858,0,71,0
1772283865111,douyin_browse,223,103,1776096,0,0,8,311,0,6,0
1772283866030,douyin_browse,124,44,1777552,0,0,13,42,0,13,0
1772283866821,douyin_browse,2762,1590,1905732,0,0,170,1997,0,115,0
1772283867587,douyin_browse,516,345,1713320,0,0,13,36,0,14,0
1772283868438,douyin_browse,1332,355,1678124,0,0,624,729,0,617,0
1772283869293,douyin_browse,1751,1147,1670184,0,0,62,732,0,40,0
1772283870134,douyin_browse,213,0,1651204,0,0,45,42,0,42,0
1772283870999,douyin_browse,48,0,1664148,0,0,13,18,0,16,0
1772283871825,douyin_browse,1314,695,1640628,0,0,115,1061,0,98,0
1772283872718,douyin_browse,1036,344,1594920,0,0,259,2988,0,279,267
1772283873573,douyin_browse,2949,725,1583496,0,0,852,740,0,595,0
1772283874440,douyin_browse,80,0,1579168,0,0,123,65,0,4,0
1772283875259,douyin_browse,116,0,1570824,0,0,38,24,0,38,0
1772283876093,douyin_browse,41,0,1569620,0,0,9,18,0,5,0
