ts,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout,source_file,future_1s_some,future_1s_full,some_sum_2,pgscan_sum_2,pgmaj_sum_2,some_sum_6,pgscan_sum_6,pgmaj_sum_6,some_sum_10,pgscan_sum_10,pgmaj_sum_10,diff_some,diff_pgscan,mem_drop,some_std_6,pgscan_std_6
1772269762802,31,0,4207560,0,0,14,8,0,5,0,psi_data_20260228_173302.csv,19.0,0.0,64.0,0.0,31.0,368.0,0.0,322.0,666631.0,1681845.0,218945.0,-2.0,0.0,7116.0,54.165179489291674,0.0
1772269763166,10,0,4202596,0,0,2,9,0,2,0,psi_data_20260228_173302.csv,21.0,0.0,41.0,0.0,16.0,377.0,0.0,322.0,379.0,0.0,324.0,-21.0,0.0,-4964.0,52.25099682405262,0.0
1772269763546,9,0,4223400,0,0,3,12,0,4,0,psi_data_20260228_173302.csv,19.0,0.0,19.0,0.0,5.0,336.0,0.0,244.0,387.0,0.0,327.0,-1.0,0.0,20804.0,56.752092493939024,0.0
1772269763929,12,0,4221988,0,0,4,4,0,4,0,psi_data_20260228_173302.csv,38.0,0.0,21.0,0.0,7.0,203.0,0.0,107.0,399.0,0.0,331.0,3.0,0.0,-1412.0,37.870393041367606,0.0
1772269764275,7,0,4223900,0,0,2,2,0,1,0,psi_data_20260228_173302.csv,60.0,0.0,19.0,0.0,6.0,102.0,0.0,42.0,406.0,0.0,333.0,-5.0,0.0,1912.0,11.747340228378981,0.0
1772269764693,31,0,4223892,0,0,20,20,0,19,0,psi_data_20260228_173302.csv,32.0,0.0,38.0,0.0,22.0,100.0,0.0,45.0,436.0,0.0,351.0,24.0,0.0,-8.0,11.219031558381658,0.0
1772269764941,29,0,4227632,0,0,20,20,0,20,0,psi_data_20260228_173302.csv,13.0,0.0,60.0,0.0,40.0,98.0,0.0,51.0,415.0,0.0,290.0,-2.0,0.0,3740.0,10.72691330756287,0.0
1772269765413,3,0,4229616,0,0,3,3,0,7,0,psi_data_20260228_173302.csv,20.0,0.0,32.0,0.0,23.0,91.0,0.0,52.0,273.0,0.0,152.0,-26.0,0.0,1984.0,11.872938520349113,0.0
1772269765715,10,0,4207040,0,0,6,3,0,7,0,psi_data_20260228_173302.csv,25.0,0.0,13.0,0.0,9.0,92.0,0.0,55.0,175.0,0.0,91.0,7.0,0.0,-22576.0,11.7756812587632,0.0
1772269766207,10,0,4229232,0,0,5,5,0,6,0,psi_data_20260228_173302.csv,31.0,0.0,20.0,0.0,11.0,90.0,0.0,56.0,152.0,0.0,79.0,0.0,0.0,22192.0,11.91637539024875,0.0
1772269766518,15,0,4228164,0,0,6,9,0,6,0,psi_data_20260228_173302.csv,19.0,0.0,25.0,0.0,11.0,98.0,0.0,60.0,136.0,0.0,71.0,5.0,0.0,-1068.0,11.272385244834803,0.0
1772269766943,16,0,4206700,0,0,8,8,0,4,0,psi_data_20260228_173302.csv,9.0,0.0,31.0,0.0,14.0,83.0,0.0,48.0,142.0,0.0,77.0,1.0,0.0,-21464.0,8.750238231500504,0.0
1772269767254,3,0,4229296,0,0,4,4,0,3,0,psi_data_20260228_173302.csv,11.0,0.0,19.0,0.0,12.0,57.0,0.0,32.0,136.0,0.0,78.0,-13.0,0.0,22596.0,5.612486297660074,0.0
1772269767731,6,0,4207744,0,0,3,3,0,2,0,psi_data_20260228_173302.csv,5.0,0.0,9.0,0.0,7.0,60.0,0.0,32.0,130.0,0.0,77.0,3.0,0.0,-21552.0,5.0199604023750375,0.0
1772269767994,5,0,4219140,0,0,2,2,0,2,0,psi_data_20260228_173302.csv,351.0,0.0,11.0,0.0,5.0,55.0,0.0,28.0,128.0,0.0,77.0,-1.0,0.0,11396.0,5.419102241893446,0.0
1772269768498,0,0,4211724,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,702.0,0.0,5.0,0.0,2.0,45.0,0.0,23.0,97.0,0.0,57.0,-5.0,0.0,-7416.0,6.534523887893977,0.0
1772269768784,351,0,4226052,0,0,149,101,0,149,0,psi_data_20260228_173302.csv,351.0,0.0,351.0,0.0,149.0,381.0,0.0,166.0,419.0,0.0,186.0,351.0,0.0,14328.0,140.94928166698998,0.0
1772269769296,351,0,4217292,0,0,149,149,0,148,0,psi_data_20260228_173302.csv,0.0,0.0,702.0,0.0,298.0,716.0,0.0,307.0,767.0,0.0,332.0,0.0,0.0,-8760.0,179.4599305391211,0.0
1772269769551,0,0,4229340,0,0,0,48,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,351.0,0.0,149.0,713.0,0.0,303.0,757.0,0.0,326.0,-351.0,0.0,12048.0,179.85262486020653,0.0
1772269770056,0,0,4199360,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,4.0,0.0,0.0,0.0,0.0,707.0,0.0,300.0,747.0,0.0,321.0,0.0,0.0,-29980.0,180.62050456442145,0.0
1772269770296,0,0,4209732,0,0,1,0,0,1,0,psi_data_20260228_173302.csv,8.0,0.0,0.0,0.0,1.0,702.0,0.0,299.0,732.0,0.0,316.0,0.0,0.0,10372.0,181.25562060923667,0.0
1772269770865,4,0,4229304,0,0,1,0,0,0,0,psi_data_20260228_173302.csv,17.0,0.0,4.0,0.0,2.0,706.0,0.0,300.0,720.0,0.0,309.0,4.0,0.0,19572.0,180.74586210783968,0.0
1772269771059,4,0,4227344,0,0,0,1,0,0,0,psi_data_20260228_173302.csv,26.0,0.0,8.0,0.0,1.0,359.0,0.0,151.0,721.0,0.0,305.0,0.0,0.0,-1960.0,142.65541233723732,0.0
1772269771625,13,0,4229628,0,0,5,6,0,7,0,psi_data_20260228_173302.csv,103.0,0.0,17.0,0.0,5.0,21.0,0.0,7.0,728.0,0.0,307.0,9.0,0.0,2284.0,5.049752710928255,0.0
1772269771793,13,0,4229056,0,0,17,18,0,18,0,psi_data_20260228_173302.csv,180.0,0.0,26.0,0.0,22.0,34.0,0.0,24.0,736.0,0.0,322.0,0.0,0.0,-572.0,5.955389920748768,0.0
1772269772447,90,0,4235888,0,0,56,72,0,47,0,psi_data_20260228_173302.csv,90.0,0.0,103.0,0.0,73.0,124.0,0.0,80.0,826.0,0.0,378.0,77.0,0.0,6832.0,34.372469639347905,0.0
1772269772542,90,0,4203432,0,0,44,59,0,36,0,psi_data_20260228_173302.csv,0.0,0.0,180.0,0.0,100.0,214.0,0.0,123.0,565.0,0.0,273.0,0.0,0.0,-32456.0,42.278442131985315,0.0
1772269773280,0,0,4208024,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,90.0,0.0,44.0,210.0,0.0,122.0,214.0,0.0,124.0,-90.0,0.0,4592.0,42.90454524221153,0.0
1772269773355,0,0,4201552,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,0.0,0.0,0.0,206.0,0.0,122.0,214.0,0.0,124.0,0.0,0.0,-6472.0,43.50938598863071,0.0
1772269774133,0,0,4209464,0,0,1,0,0,3,0,psi_data_20260228_173302.csv,11.0,0.0,0.0,0.0,1.0,193.0,0.0,118.0,214.0,0.0,125.0,0.0,0.0,7912.0,45.07955932690217,0.0
1772269774199,0,0,4169872,0,0,3,0,0,3,0,psi_data_20260228_173302.csv,22.0,0.0,0.0,0.0,4.0,180.0,0.0,104.0,214.0,0.0,127.0,0.0,0.0,-39592.0,46.47580018075066,0.0
1772269774993,11,0,4230064,0,0,3,4,0,1,0,psi_data_20260228_173302.csv,11.0,0.0,11.0,0.0,6.0,101.0,0.0,51.0,221.0,0.0,129.0,11.0,0.0,60192.0,36.11324783383461,0.0
1772269775008,11,0,4180868,0,0,1,4,0,1,0,psi_data_20260228_173302.csv,0.0,0.0,22.0,0.0,4.0,22.0,0.0,8.0,228.0,0.0,130.0,0.0,0.0,-49196.0,5.680375789346234,0.0
1772269775838,0,0,4230484,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,27.0,0.0,11.0,0.0,1.0,22.0,0.0,8.0,215.0,0.0,125.0,-11.0,0.0,49616.0,5.680375789346234,0.0
1772269775852,0,0,4219476,0,0,0,0,0,5,0,psi_data_20260228_173302.csv,93.0,3.0,0.0,0.0,0.0,22.0,0.0,8.0,202.0,0.0,108.0,0.0,0.0,-11008.0,5.680375789346234,0.0
1772269776639,27,0,4176396,0,0,58,55,0,58,0,psi_data_20260228_173302.csv,1890.0,94.0,27.0,0.0,58.0,49.0,0.0,65.0,139.0,0.0,110.0,27.0,0.0,-43080.0,10.68488039746408,0.0
1772269776687,66,3,4104336,0,0,58,58,0,55,0,psi_data_20260228_173302.csv,3687.0,185.0,93.0,0.0,116.0,115.0,0.0,120.0,115.0,0.0,124.0,39.0,0.0,-72060.0,24.991331879432114,0.0
1772269777491,1824,91,3781564,0,0,572,868,0,553,0,psi_data_20260228_173302.csv,2084.0,158.0,1890.0,0.0,630.0,1928.0,0.0,689.0,1939.0,0.0,696.0,1758.0,0.0,-322772.0,736.5665392000254,0.0
1772269777455,1863,94,3796616,0,0,572,874,0,555,0,psi_data_20260228_173302.csv,442.0,128.0,3687.0,0.0,1144.0,3780.0,0.0,1260.0,3802.0,0.0,1268.0,39.0,0.0,15052.0,940.3648228227332,0.0
1772269778283,221,64,3491380,0,0,84,150,0,79,0,psi_data_20260228_173302.csv,30508.0,9683.0,2084.0,0.0,656.0,4001.0,0.0,1344.0,4023.0,0.0,1351.0,-1642.0,0.0,-305236.0,914.7317457424862,0.0
1772269778323,221,64,3452116,0,0,84,147,0,83,0,psi_data_20260228_173302.csv,60574.0,19238.0,442.0,0.0,168.0,4222.0,0.0,1428.0,4244.0,0.0,1432.0,0.0,0.0,-39264.0,886.5248257488877,0.0
1772269779087,30287,9619,3099384,258,123,187,679,2,221,4145,psi_data_20260228_173302.csv,57367.0,19082.0,30508.0,258.0,271.0,34482.0,258.0,1557.0,34520.0,258.0,1616.0,30066.0,258.0,-352732.0,12050.179235181622,105.32805893967665
1772269779096,30287,9619,3100344,258,123,187,666,2,217,4145,psi_data_20260228_173302.csv,54160.0,18926.0,60574.0,516.0,374.0,64703.0,516.0,1686.0,64796.0,516.0,1802.0,0.0,0.0,960.0,15124.508566121045,133.23062710953513
1772269779961,27080,9463,3441636,0,0,298,3229,0,296,3,psi_data_20260228_173302.csv,27080.0,9463.0,57367.0,258.0,485.0,89959.0,516.0,1412.0,91876.0,516.0,2100.0,-3207.0,-258.0,341292.0,15637.96219993733,133.23062710953513
1772269779979,27080,9463,3387168,0,0,298,3242,0,296,3,psi_data_20260228_173302.csv,0.0,0.0,54160.0,0.0,596.0,115176.0,516.0,1138.0,118956.0,516.0,2398.0,0.0,0.0,-54468.0,14767.780632173612,133.23062710953513
1772269780747,0,0,3420956,0,0,1,2,0,2,0,psi_data_20260228_173302.csv,17.0,0.0,27080.0,0.0,299.0,114955.0,516.0,1055.0,118929.0,516.0,2341.0,-27080.0,0.0,33788.0,14824.738613772208,133.23062710953513
1772269780798,0,0,3437392,0,0,2,3,0,2,0,psi_data_20260228_173302.csv,34.0,0.0,0.0,0.0,3.0,114734.0,516.0,973.0,118863.0,516.0,2285.0,0.0,0.0,16436.0,14881.369193278846,133.23062710953513
1772269781545,17,0,3412060,0,0,7,7,0,6,0,psi_data_20260228_173302.csv,26.0,0.0,17.0,0.0,9.0,84464.0,258.0,793.0,117056.0,516.0,1720.0,17.0,0.0,-25332.0,15459.156350417989,105.32805893967665
1772269781592,17,0,3402864,0,0,6,6,0,6,0,psi_data_20260228_173302.csv,18.0,0.0,34.0,0.0,13.0,54194.0,0.0,612.0,115210.0,516.0,1154.0,0.0,0.0,-9196.0,13979.664554869296,0.0
1772269782338,9,0,3436384,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,17.0,0.0,26.0,0.0,6.0,27123.0,0.0,314.0,114998.0,516.0,1070.0,-8.0,0.0,33520.0,11051.855387219031,0.0
1772269782404,9,0,3398764,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,16.0,0.0,18.0,0.0,0.0,52.0,0.0,16.0,114786.0,516.0,986.0,0.0,0.0,-37620.0,7.607014469022203,0.0
1772269783151,8,0,3414592,0,0,3,2,0,1,0,psi_data_20260228_173302.csv,17.0,0.0,17.0,0.0,3.0,60.0,0.0,18.0,84507.0,258.0,802.0,-1.0,0.0,15828.0,6.387487962040631,0.0
1772269783187,8,0,3361060,0,0,3,2,0,1,0,psi_data_20260228_173302.csv,18.0,0.0,16.0,0.0,6.0,68.0,0.0,19.0,54228.0,0.0,618.0,0.0,0.0,-53532.0,4.41210484143885,0.0
1772269783928,9,0,3409188,0,0,1,1,0,1,0,psi_data_20260228_173302.csv,9.0,0.0,17.0,0.0,4.0,60.0,0.0,13.0,27157.0,0.0,321.0,1.0,0.0,48128.0,3.464101970960725,0.0
1772269784025,9,0,3389656,0,0,1,1,0,1,0,psi_data_20260228_173302.csv,0.0,0.0,18.0,0.0,2.0,52.0,0.0,8.0,86.0,0.0,24.0,0.0,0.0,-19532.0,0.5164001664534499,0.0
1772269784779,0,0,3421044,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,9.0,0.0,1.0,43.0,0.0,8.0,86.0,0.0,23.0,-9.0,0.0,31388.0,3.544949806689754,0.0
1772269784891,0,0,3363280,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,86.0,0.0,21.0,0.0,0.0,-57764.0,4.412104841454506,0.0
1772269785612,0,0,3406080,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,69.0,0.0,14.0,0.0,0.0,42800.0,4.760952544608989,0.0
1772269785731,0,0,3385008,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,52.0,0.0,8.0,0.0,0.0,-21072.0,4.6475802806820505,0.0
1772269786470,0,0,3395344,0,0,0,0,0,0,0,psi_data_20260228_173302.csv,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,43.0,0.0,8.0,0.0,0.0,10336.0,3.674234949676086,0.0
1772269786513,0,0,3354352,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,0.0,0.0,-40992.0,0.0015701776341273937,0.0
1772269787307,4,0,3381756,0,0,2,1,0,3,0,psi_data_20260228_173302.csv,194.0,41.0,4.0,0.0,2.0,4.0,0.0,2.0,30.0,0.0,7.0,4.0,0.0,27404.0,1.6329939167395002,0.0
1772269787366,4,0,3386244,0,0,2,1,0,3,0,psi_data_20260228_173302.csv,380.0,82.0,8.0,0.0,4.0,8.0,0.0,4.0,26.0,0.0,6.0,0.0,0.0,4488.0,2.0655917147616463,0.0
1772269788162,190,41,3325268,0,0,3,9,0,0,0,psi_data_20260228_173302.csv,1394.0,54.0,194.0,0.0,5.0,198.0,0.0,7.0,207.0,0.0,8.0,186.0,0.0,-60976.0,76.9389368425679,0.0
1772269788143,190,41,3358012,0,0,3,9,0,1,0,psi_data_20260228_173302.csv,2408.0,26.0,380.0,0.0,6.0,388.0,0.0,10.0,388.0,0.0,10.0,0.0,0.0,32744.0,97.09926193916483,0.0
1772269788979,1204,13,3350432,0,0,40,200,0,41,0,psi_data_20260228_173302.csv,1206.0,13.0,1394.0,0.0,43.0,1592.0,0.0,50.0,1592.0,0.0,50.0,1014.0,0.0,-7580.0,468.92159970417833,0.0
1772269788995,1204,13,3331140,0,0,40,200,0,41,0,psi_data_20260228_173302.csv,4.0,0.0,2408.0,0.0,80.0,2796.0,0.0,90.0,2796.0,0.0,90.0,0.0,0.0,-19292.0,577.6725716203376,0.0
1772269789795,2,0,3333936,0,0,2,2,0,0,0,psi_data_20260228_173302.csv,2.0,0.0,1206.0,0.0,42.0,2794.0,0.0,90.0,2798.0,0.0,92.0,-1202.0,0.0,2796.0,577.9929642038221,0.0
1772269789798,2,0,3328392,0,0,2,2,0,0,0,psi_data_20260228_173302.csv,0.0,0.0,4.0,0.0,4.0,2792.0,0.0,90.0,2800.0,0.0,94.0,0.0,0.0,-5544.0,578.3129487302881,0.0
1772269790678,0,0,3331864,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,5.0,0.0,2.0,0.0,2.0,2602.0,0.0,87.0,2800.0,0.0,94.0,-2.0,0.0,3472.0,601.1554430171298,0.0
1772269790633,0,0,3313384,0,0,0,0,0,1,0,psi_data_20260228_173302.csv,10.0,0.0,0.0,0.0,0.0,2412.0,0.0,84.0,2800.0,0.0,94.0,0.0,0.0,-18480.0,621.2271726208181,0.0
1772269791496,5,0,3354920,0,0,1,1,0,0,0,psi_data_20260228_173302.csv,634.0,23.0,5.0,0.0,1.0,1213.0,0.0,45.0,2801.0,0.0,93.0,5.0,0.0,41536.0,490.7995177963476,0.0
1772269791500,5,0,3320244,0,0,1,1,0,0,0,psi_data_20260228_173302.csv,8712.0,5111.0,10.0,0.0,2.0,14.0,0.0,6.0,2802.0,0.0,92.0,0.0,0.0,-34676.0,2.2509262831553856,0.0
1772269792327,629,23,3212808,0,0,677,1395,0,448,227,psi_data_20260228_173302.csv,47421.0,25018.0,634.0,0.0,678.0,641.0,0.0,681.0,3241.0,0.0,766.0,624.0,0.0,-107436.0,255.81822974356155,0.0
1772269792426,8083,5088,3217088,0,0,777,1404,0,450,241,psi_data_20260228_173302.csv,74961.0,35818.0,8712.0,0.0,1454.0,8722.0,0.0,1456.0,11134.0,0.0,1540.0,7454.0,0.0,4280.0,3257.3516645687946,0.0
1772269793119,39338,19930,3137660,0,0,1673,6136,0,383,17,psi_data_20260228_173302.csv,58339.0,20709.0,47421.0,0.0,2450.0,48060.0,0.0,3129.0,49268.0,0.0,3173.0,31255.0,0.0,-79428.0,15673.214245967618,0.0
1772269793229,35623,15888,3091240,0,0,1707,6352,0,408,3,psi_data_20260228_173302.csv,50403.0,13289.0,74961.0,0.0,3380.0,83683.0,0.0,4836.0,83687.0,0.0,4840.0,-3715.0,0.0,-46420.0,18520.61664650151,0.0
1772269793870,22716,4821,3021084,0,0,1988,13504,0,1408,5,psi_data_20260228_173302.csv,36984.0,13187.0,58339.0,0.0,3695.0,106394.0,0.0,6823.0,106401.0,0.0,6826.0,-12907.0,0.0,-70156.0,17387.407577516227,0.0
1772269794079,27687,8468,3060924,0,0,1927,13324,0,1384,5,psi_data_20260228_173302.csv,9888.0,4768.0,50403.0,0.0,3915.0,134076.0,0.0,8749.0,134086.0,0.0,8751.0,4971.0,0.0,39840.0,15288.762095081534,0.0
1772269794594,9297,4719,3046464,0,0,285,1981,0,102,0,psi_data_20260228_173302.csv,1045.0,210.0,36984.0,0.0,2212.0,142744.0,0.0,8357.0,143383.0,0.0,9036.0,-18390.0,0.0,-14460.0,13075.604562186352,0.0
1772269794849,591,49,3043516,0,0,232,1937,0,102,0,psi_data_20260228_173302.csv,904.0,322.0,9888.0,0.0,517.0,135252.0,0.0,7812.0,143974.0,0.0,9268.0,-8706.0,0.0,-2948.0,15079.760634705111,0.0
1772269795313,454,161,3135000,0,0,375,429,0,348,0,psi_data_20260228_173302.csv,633.0,161.0,1045.0,0.0,607.0,96368.0,0.0,6514.0,144423.0,0.0,9642.0,-137.0,0.0,91484.0,14770.076434015795,0.0
1772269795599,450,161,3132132,0,0,372,429,0,635,0,psi_data_20260228_173302.csv,1825.0,134.0,904.0,0.0,747.0,61195.0,0.0,5179.0,144868.0,0.0,10013.0,-4.0,0.0,-2868.0,12211.803526370251,0.0
1772269796137,183,0,3043316,0,0,328,820,0,356,0,psi_data_20260228_173302.csv,15899.0,7376.0,633.0,0.0,700.0,38662.0,0.0,3519.0,144422.0,0.0,9664.0,-267.0,0.0,-88816.0,10997.00434967037,0.0
1772269796442,1642,134,3024828,0,0,399,2034,0,103,0,psi_data_20260228_173302.csv,28066.0,14354.0,1825.0,0.0,727.0,12617.0,0.0,1991.0,137981.0,0.0,9286.0,1459.0,0.0,-18488.0,3560.6266536480866,0.0
1772269797054,14257,7242,3006256,0,0,568,6895,0,964,0,psi_data_20260228_173302.csv,37036.0,15216.0,15899.0,0.0,967.0,17577.0,0.0,2274.0,112900.0,0.0,8181.0,12615.0,0.0,-18572.0,5572.392260062323,0.0
1772269797251,13809,7112,2982324,0,0,1133,10724,0,1125,0,psi_data_20260228_173302.csv,49843.0,18308.0,28066.0,0.0,1701.0,30795.0,0.0,3175.0,91086.0,0.0,7607.0,-448.0,0.0,-23932.0,6914.238374542955,0.0
1772269797879,23227,8104,2938544,0,0,1168,22361,0,594,0,psi_data_20260228_173302.csv,34901.0,14176.0,37036.0,0.0,2301.0,53568.0,0.0,3968.0,91597.0,0.0,6787.0,9418.0,0.0,-43780.0,9572.054199595943,0.0
1772269798101,26616,10204,2931524,0,0,529,17330,0,424,0,psi_data_20260228_173302.csv,18498.0,9774.0,49843.0,0.0,1697.0,79734.0,0.0,4125.0,90526.0,0.0,5389.0,3389.0,0.0,-7020.0,10816.6542146822,0.0
1772269798753,8285,3972,2872764,0,0,98,200,0,29,0,psi_data_20260228_173302.csv,22249.0,13555.0,34901.0,0.0,627.0,87836.0,0.0,3895.0,89514.0,0.0,5202.0,-18331.0,0.0,-58760.0,9244.808503515302,0.0
1772269798943,10213,5802,2839108,0,0,89,330,0,2,0,psi_data_20260228_173302.csv,17744.0,11572.0,18498.0,0.0,187.0,96407.0,0.0,3585.0,99136.0,0.0,5059.0,1928.0,0.0,-33656.0,7290.411522449798,0.0
1772269799593,12036,7753,2882664,0,0,25,323,0,19,0,psi_data_20260228_173302.csv,5715.0,3819.0,22249.0,0.0,114.0,94186.0,0.0,3042.0,110718.0,0.0,4709.0,1823.0,0.0,43556.0,7455.265566475066,0.0
1772269799777,5708,3819,2856164,0,0,20,180,0,18,0,psi_data_20260228_173302.csv,14.0,0.0,17744.0,0.0,45.0,86085.0,0.0,1929.0,115976.0,0.0,4357.0,-6328.0,0.0,-26500.0,8522.835226613393,0.0
1772269800395,7,0,2882252,0,0,3,3,0,3,0,psi_data_20260228_173302.csv,62.0,0.0,5715.0,0.0,23.0,62865.0,0.0,764.0,115800.0,0.0,4032.0,-5701.0,0.0,26088.0,8945.799254398808,0.0
1772269800546,7,0,2843068,0,0,3,3,0,5,0,psi_data_20260228_173302.csv,110.0,0.0,14.0,0.0,6.0,36256.0,0.0,238.0,114165.0,0.0,3636.0,0.0,0.0,-39184.0,5124.652755716142,0.0
1772269801203,55,0,2869308,0,0,27,16,0,20,0,psi_data_20260228_173302.csv,512.0,128.0,62.0,0.0,30.0,28026.0,0.0,167.0,99963.0,0.0,3095.0,48.0,0.0,26240.0,5492.642460601492,0.0
1772269801323,55,0,2856448,0,0,29,17,0,19,0,psi_data_20260228_173302.csv,944.0,256.0,110.0,0.0,56.0,17868.0,0.0,107.0,86209.0,0.0,1991.0,0.0,0.0,-12860.0,4984.813015550579,0.0
1772269802008,457,128,2874164,0,0,177,324,0,130,1553,psi_data_20260228_173302.csv,535.0,128.0,512.0,0.0,206.0,6289.0,0.0,259.0,63439.0,0.0,1000.0,402.0,0.0,17716.0,2289.2942507832345,0.0
1772269802152,487,128,2862132,0,0,175,358,0,130,5215,psi_data_20260228_173302.csv,66.0,0.0,944.0,0.0,352.0,1068.0,0.0,414.0,37310.0,0.0,646.0,30.0,0.0,-12032.0,228.9375460743078,0.0
1772269802798,48,0,2888556,0,0,30,216,0,9,17545,psi_data_20260228_173302.csv,24.0,0.0,535.0,0.0,205.0,1109.0,0.0,441.0,29073.0,0.0,578.0,-439.0,0.0,26424.0,223.3565908344598,0.0
1772269802964,18,0,2892836,0,0,36,196,0,8,15914,psi_data_20260228_173302.csv,12.0,0.0,66.0,0.0,66.0,1120.0,0.0,474.0,18878.0,0.0,525.0,-30.0,0.0,4280.0,221.64355769837357,0.0
1772269803605,6,0,2869820,0,0,67,33,0,3,10582,psi_data_20260228_173302.csv,34330.0,19980.0,24.0,0.0,103.0,1071.0,0.0,514.0,6848.0,0.0,567.0,-12.0,0.0,-23016.0,228.26892036045072,0.0
1772269803692,6,0,2838592,0,0,65,18,0,3,8662,psi_data_20260228_173302.csv,68648.0,39960.0,12.0,0.0,132.0,1022.0,0.0,550.0,1146.0,0.0,612.0,0.0,0.0,-31228.0,234.36609539178798,0.0
1772269804511,34324,19980,3061916,0,0,165,155,0,12,5595,psi_data_20260228_173302.csv,34327.0,19980.0,34330.0,0.0,230.0,34889.0,0.0,538.0,35463.0,0.0,774.0,34318.0,0.0,223324.0,13967.842530851678,0.0
1772269804511,34324,19980,3056860,0,0,161,155,0,12,5484,psi_data_20260228_173302.csv,6.0,0.0,68648.0,0.0,326.0,68726.0,0.0,524.0,69780.0,0.0,932.0,0.0,0.0,-5056.0,17714.77428212589,0.0
1772269805297,3,0,3047460,0,0,8,3,0,1,0,psi_data_20260228_173302.csv,3.0,0.0,34327.0,0.0,169.0,68681.0,0.0,502.0,69728.0,0.0,913.0,-34321.0,0.0,-9400.0,17720.577850811438,0.0
1772269805353,3,0,3001612,0,0,8,3,0,1,0,psi_data_20260228_173302.csv,0.0,0.0,6.0,0.0,16.0,68666.0,0.0,474.0,69676.0,0.0,892.0,0.0,0.0,-45848.0,17722.51364413832,0.0
1772269806086,0,0,3031756,0,0,0,1,0,7,0,psi_data_20260228_173302.csv,21.0,0.0,3.0,0.0,8.0,68660.0,0.0,407.0,69219.0,0.0,715.0,-3.0,0.0,30144.0,17723.288291585985,0.0
1772269806173,0,0,2972760,0,0,7,7,0,7,0,psi_data_20260228_173302.csv,42.0,0.0,0.0,0.0,7.0,68654.0,0.0,349.0,68732.0,0.0,547.0,0.0,0.0,-58996.0,17724.062837472364,0.0
1772269806913,21,0,3016504,0,0,23,8,0,1,0,psi_data_20260228_173302.csv,18054.0,5666.0,21.0,0.0,30.0,34351.0,0.0,207.0,68705.0,0.0,540.0,21.0,0.0,43744.0,14010.512016577732,0.0
1772269807005,21,0,2961540,0,0,16,2,0,1,0,psi_data_20260228_173302.csv,28426.0,9661.0,42.0,0.0,39.0,48.0,0.0,62.0,68708.0,0.0,520.0,0.0,0.0,-54964.0,10.158740203040312,0.0
1772269807837,18033,5666,2857892,0,0,372,3291,0,192,18694,psi_data_20260228_173302.csv,104996.0,29791.0,18054.0,0.0,388.0,18078.0,0.0,426.0,86735.0,0.0,825.0,18012.0,0.0,-103648.0,7358.273792133753,0.0
1772269807750,10393,3995,2878936,0,0,368,3290,0,192,19336,psi_data_20260228_173302.csv,181566.0,49921.0,28426.0,0.0,740.0,28468.0,0.0,786.0,97122.0,0.0,1128.0,-7640.0,0.0,21044.0,7721.8294378125875,0.0
1772269808614,94603,25796,2737384,5112,3916,3133,6649,43,2966,14812,psi_data_20260228_173302.csv,113354.0,38505.0,104996.0,5112.0,3501.0,123071.0,5112.0,3919.0,157401.0,5112.0,4096.0,84210.0,5112.0,-141552.0,37036.52302480173,2086.965260851268
1772269808614,86963,24125,2733636,5112,3916,3129,6649,43,2974,15454,psi_data_20260228_173302.csv,55978.0,29834.0,181566.0,10224.0,6262.0,210034.0,10224.0,7041.0,210040.0,10224.0,7064.0,-7640.0,0.0,-3748.0,43802.08946005508,2639.8254487749755
1772269809374,26391,14380,2469632,22046,9042,342,2360,133,316,17645,psi_data_20260228_173302.csv,167023.0,48904.0,113354.0,27158.0,3471.0,236404.0,32270.0,7360.0,236428.0,32270.0,7398.0,-60572.0,16934.0,-264004.0,40810.54921299968,8540.87100164068
1772269809389,29587,15454,2468768,22046,9042,342,2359,133,308,17645,psi_data_20260228_173302.csv,271676.0,65826.0,55978.0,44092.0,684.0,265970.0,54316.0,7686.0,266012.0,54316.0,7732.0,3196.0,0.0,-864.0,36680.68469735357,10320.97550945
