ts,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout,source_file,future_1s_some,future_1s_full,some_sum_2,pgscan_sum_2,pgmaj_sum_2,refault_sum_2,some_sum_6,pgscan_sum_6,pgmaj_sum_6,refault_sum_6,some_sum_10,pgscan_sum_10,pgmaj_sum_10,refault_sum_10,diff_some,diff_pgscan,mem_drop,some_std_6,pgscan_std_6
1772284648395,5648,2719,1979536,0,0,64,1157,0,28,50,psi_douyin_20260228_213146.csv,3492.0,2099.0,10717.0,0.0,134.0,1578.0,30254.0,0.0,795.0,6327.0,78244.0,0.0,1973.0,21376.0,579.0,0.0,-21600.0,1877.3513966939338,0.0
1772284649262,598,405,1969692,0,0,41,563,0,27,331,psi_douyin_20260228_213146.csv,8375.0,3661.0,6246.0,0.0,105.0,1720.0,23364.0,0.0,656.0,6041.0,70276.0,0.0,1558.0,17560.0,-5050.0,0.0,-9844.0,2167.0735105210406,0.0
1772284650171,2894,1694,1966684,0,0,102,883,0,95,9,psi_douyin_20260228_213146.csv,11260.0,3754.0,3492.0,0.0,143.0,1446.0,23550.0,0.0,447.0,5504.0,43651.0,0.0,1215.0,12176.0,2296.0,0.0,-3008.0,2147.960707276087,0.0
1772284651012,5481,1967,1950644,0,0,139,648,0,120,1945,psi_douyin_20260228_213146.csv,5782.0,1787.0,8375.0,0.0,241.0,1531.0,26026.0,0.0,507.0,4542.0,41069.0,0.0,1223.0,12020.0,2587.0,0.0,-16040.0,2173.5523611518215,0.0
1772284651791,5779,1787,2113280,0,0,61,851,0,26,0,psi_douyin_20260228_213146.csv,1676.0,569.0,11260.0,0.0,200.0,1499.0,25469.0,0.0,477.0,4523.0,45006.0,0.0,1138.0,9272.0,298.0,0.0,162636.0,2081.0596739806997,0.0
1772284652597,3,0,2095464,0,0,3,10,0,2,0,psi_douyin_20260228_213146.csv,3597.0,2105.0,5782.0,0.0,64.0,861.0,20403.0,0.0,410.0,4112.0,37521.0,0.0,961.0,8433.0,-5776.0,0.0,-17816.0,2634.0293658199753,0.0
1772284653485,1673,569,2070224,0,0,498,2264,0,495,0,psi_douyin_20260228_213146.csv,15763.0,12772.0,1676.0,0.0,501.0,2274.0,16428.0,0.0,844.0,5219.0,36486.0,0.0,1148.0,9277.0,1670.0,0.0,-25240.0,2449.086196931822,0.0
1772284654411,1924,1536,2036924,0,0,152,3620,0,9,3418,psi_douyin_20260228_213146.csv,14418.0,11433.0,3597.0,0.0,650.0,5884.0,17754.0,0.0,955.0,8276.0,35405.0,0.0,1221.0,11287.0,251.0,0.0,-33300.0,2270.685623330975,0.0
1772284655268,13839,11236,2046392,0,0,92,4882,0,19,0,psi_douyin_20260228_213146.csv,10275.0,5855.0,15763.0,0.0,244.0,8502.0,28699.0,0.0,945.0,12275.0,42908.0,0.0,1222.0,15299.0,11915.0,0.0,9468.0,4983.668063451724,0.0
1772284656197,579,197,2028004,0,0,51,805,0,83,3548,psi_douyin_20260228_213146.csv,13908.0,9040.0,14418.0,0.0,143.0,5687.0,23797.0,0.0,857.0,12432.0,38418.0,0.0,1203.0,15683.0,-13260.0,0.0,-18388.0,5241.523611190611,0.0
1772284657087,9696,5658,1982876,0,0,123,232,0,38,1416,psi_douyin_20260228_213146.csv,4272.0,3424.0,10275.0,0.0,174.0,1037.0,27714.0,0.0,919.0,11813.0,42466.0,0.0,1262.0,14758.0,9117.0,0.0,-45128.0,5733.32932945614,0.0
1772284657946,4212,3382,2007528,0,0,10,40,0,5,0,psi_douyin_20260228_213146.csv,88.0,42.0,13908.0,0.0,133.0,272.0,31923.0,0.0,926.0,11843.0,46080.0,0.0,1231.0,14235.0,-5484.0,0.0,24652.0,5296.430977554791,0.0
1772284658815,60,42,2009272,0,0,12,7,0,9,0,psi_douyin_20260228_213146.csv,4578.0,2999.0,4272.0,0.0,22.0,47.0,30310.0,0.0,440.0,9586.0,43246.0,0.0,1141.0,13359.0,-4152.0,0.0,1744.0,5553.303185192454,0.0
1772284659710,28,0,2006456,0,0,138,462,0,119,1423,psi_douyin_20260228_213146.csv,4594.0,2999.0,88.0,0.0,150.0,469.0,28414.0,0.0,426.0,6428.0,37793.0,0.0,1140.0,13173.0,-32.0,0.0,-2816.0,5814.665481923156,0.0
1772284660554,4550,2999,2008192,0,0,332,76,0,77,0,psi_douyin_20260228_213146.csv,93.0,0.0,4578.0,0.0,470.0,538.0,19125.0,0.0,666.0,1622.0,36564.0,0.0,1411.0,12398.0,4522.0,0.0,1736.0,3790.370628316177,0.0
1772284661478,44,0,1993084,0,0,166,59,0,44,0,psi_douyin_20260228_213146.csv,53.0,0.0,4594.0,0.0,498.0,135.0,18590.0,0.0,781.0,876.0,36605.0,0.0,1574.0,12447.0,-4506.0,0.0,-15108.0,3869.4744690550206,0.0
1772284662320,49,0,1972220,0,0,182,60,0,16,0,psi_douyin_20260228_213146.csv,17.0,0.0,93.0,0.0,348.0,119.0,8943.0,0.0,840.0,704.0,34981.0,0.0,1258.0,10243.0,5.0,0.0,-20864.0,2241.545159036943,0.0
1772284663093,4,0,1971208,0,0,17,3,0,1,0,psi_douyin_20260228_213146.csv,1032.0,0.0,53.0,0.0,199.0,63.0,4735.0,0.0,847.0,667.0,33061.0,0.0,1123.0,6626.0,-45.0,0.0,-1012.0,1842.5272227754504,0.0
1772284663967,13,0,1968176,0,0,21,4,0,39,0,psi_douyin_20260228_213146.csv,1124.0,0.0,17.0,0.0,38.0,7.0,4688.0,0.0,856.0,664.0,19235.0,0.0,1052.0,1748.0,9.0,0.0,-3032.0,1846.3431605930177,0.0
1772284664818,1019,0,2074036,0,0,114,87,0,52,0,psi_douyin_20260228_213146.csv,189.0,0.0,1032.0,0.0,135.0,91.0,5679.0,0.0,832.0,289.0,19675.0,0.0,1115.0,1030.0,1006.0,0.0,105860.0,1809.4313747699714,0.0
1772284665648,105,0,2061536,0,0,69,63,0,52,0,psi_douyin_20260228_213146.csv,321.0,0.0,1124.0,0.0,183.0,150.0,1234.0,0.0,569.0,276.0,10084.0,0.0,1061.0,861.0,-914.0,0.0,-12500.0,400.02883229663314,0.0
1772284666445,84,0,2053284,0,0,51,64,0,78,0,psi_douyin_20260228_213146.csv,320.0,0.0,189.0,0.0,120.0,127.0,1274.0,0.0,454.0,281.0,5956.0,0.0,1102.0,885.0,-21.0,0.0,-8252.0,397.1184542030349,0.0
1772284667296,237,0,2022972,0,0,193,59,0,61,0,psi_douyin_20260228_213146.csv,137.0,0.0,321.0,0.0,244.0,123.0,1462.0,0.0,465.0,280.0,6133.0,0.0,1283.0,937.0,153.0,0.0,-30312.0,388.98723201232224,0.0
1772284668096,83,0,2027984,0,0,82,47,0,56,0,psi_douyin_20260228_213146.csv,1469.0,475.0,320.0,0.0,275.0,106.0,1541.0,0.0,530.0,324.0,6188.0,0.0,1227.0,522.0,-154.0,0.0,5012.0,380.4967367384487,0.0
1772284668887,54,0,1990948,0,0,37,38,0,10,0,psi_douyin_20260228_213146.csv,2733.0,478.0,137.0,0.0,119.0,85.0,1582.0,0.0,546.0,358.0,1692.0,0.0,932.0,484.0,-29.0,0.0,-37036.0,375.57830963543194,0.0
1772284669745,1415,475,1977340,0,0,130,144,0,125,0,psi_douyin_20260228_213146.csv,1329.0,3.0,1469.0,0.0,167.0,182.0,1978.0,0.0,562.0,415.0,3063.0,0.0,896.0,569.0,1361.0,0.0,-13608.0,535.5743334669886,0.0
1772284670591,1318,3,1982640,0,0,1068,1057,0,1008,0,psi_douyin_20260228_213146.csv,42.0,2.0,2733.0,0.0,1198.0,1201.0,3191.0,0.0,1561.0,1409.0,4332.0,0.0,1782.0,1566.0,-97.0,0.0,5300.0,650.4304472183102,0.0
1772284671440,11,0,1964908,0,0,26,14,0,43,0,psi_douyin_20260228_213146.csv,81.0,2.0,1329.0,0.0,1094.0,1071.0,3118.0,0.0,1536.0,1359.0,4339.0,0.0,1791.0,1577.0,-1307.0,0.0,-17732.0,661.078411891215,0.0
1772284672226,31,2,1961788,0,0,32,29,0,1,0,psi_douyin_20260228_213146.csv,1823.0,20.0,42.0,0.0,58.0,43.0,2912.0,0.0,1375.0,1329.0,4357.0,0.0,1802.0,1602.0,20.0,0.0,-3120.0,683.6585892597345,0.0
1772284673118,50,0,2077816,0,0,49,19,0,1134,0,psi_douyin_20260228_213146.csv,1833.0,20.0,81.0,0.0,81.0,48.0,2879.0,0.0,1342.0,1301.0,3388.0,0.0,1737.0,1534.0,19.0,0.0,116028.0,687.6637017238952,0.0
1772284673952,1773,20,2068376,0,0,1557,1541,0,420,0,psi_douyin_20260228_213146.csv,1120.0,0.0,1823.0,0.0,1606.0,1560.0,4598.0,0.0,2862.0,2804.0,5056.0,0.0,3225.0,3012.0,1723.0,0.0,-9440.0,820.10479005345,0.0
1772284674825,60,0,2061788,0,0,40,33,0,11,0,psi_douyin_20260228_213146.csv,1173.0,0.0,1833.0,0.0,1597.0,1574.0,3243.0,0.0,2772.0,2693.0,5032.0,0.0,3214.0,2981.0,-1713.0,0.0,-6588.0,791.8324949141354,0.0
1772284675661,1060,0,2060016,0,0,642,673,0,634,0,psi_douyin_20260228_213146.csv,603.0,4.0,1120.0,0.0,682.0,706.0,2985.0,0.0,2346.0,2309.0,5855.0,0.0,3663.0,3595.0,1000.0,0.0,-1772.0,746.8967130748025,0.0
1772284676514,113,0,2135224,0,0,90,85,0,85,0,psi_douyin_20260228_213146.csv,529.0,4.0,1173.0,0.0,732.0,758.0,3087.0,0.0,2410.0,2380.0,5885.0,0.0,3671.0,3633.0,-947.0,0.0,75208.0,734.669653655263,0.0
1772284677266,490,4,2101680,0,0,288,217,0,264,0,psi_douyin_20260228_213146.csv,43.0,0.0,603.0,0.0,378.0,302.0,3546.0,0.0,2666.0,2568.0,6321.0,0.0,3922.0,3812.0,377.0,0.0,-33544.0,697.1960986709154,0.0
1772284678101,39,0,2084580,0,0,12,57,0,6,0,psi_douyin_20260228_213146.csv,9.0,0.0,529.0,0.0,300.0,274.0,3535.0,0.0,2629.0,2606.0,4945.0,0.0,3804.0,3725.0,-451.0,0.0,-17100.0,698.9155647634494,0.0
1772284679008,4,0,2077908,0,0,17,1,0,2,0,psi_douyin_20260228_213146.csv,501.0,0.0,43.0,0.0,29.0,58.0,1766.0,0.0,1089.0,1066.0,3631.0,0.0,2753.0,2669.0,-35.0,0.0,-6672.0,415.1658303239904,0.0
1772284679920,5,0,2090432,0,0,58,39,0,134,0,psi_douyin_20260228_213146.csv,578.0,0.0,9.0,0.0,75.0,40.0,1711.0,0.0,1107.0,1072.0,3625.0,0.0,2785.0,2694.0,1.0,0.0,12524.0,421.9267313984838,0.0
1772284680754,496,0,2083596,0,0,155,107,0,17,0,psi_douyin_20260228_213146.csv,14005.0,1361.0,501.0,0.0,213.0,146.0,1147.0,0.0,620.0,506.0,4090.0,0.0,2908.0,2772.0,491.0,0.0,-6836.0,237.14081611693786,0.0
1772284681587,82,0,2069604,0,0,34,13,0,5,0,psi_douyin_20260228_213146.csv,94123.0,35149.0,578.0,0.0,189.0,120.0,1116.0,0.0,564.0,434.0,4122.0,0.0,2893.0,2766.0,-414.0,0.0,-13992.0,239.51033381034026,0.0
1772284682419,13923,1361,1942472,0,0,7587,8058,0,7481,1985,psi_douyin_20260228_213146.csv,181083.0,64837.0,14005.0,0.0,7621.0,8071.0,14549.0,0.0,7863.0,8275.0,16272.0,0.0,8923.0,9283.0,13841.0,0.0,-127132.0,5636.050582337656,0.0
1772284683212,80200,33788,1853776,0,0,2439,5273,0,1896,11854,psi_douyin_20260228_213146.csv,232299.0,55535.0,94123.0,0.0,10026.0,13331.0,94710.0,0.0,10290.0,13491.0,96412.0,0.0,11322.0,14523.0,66277.0,0.0,-88696.0,32034.810316279418,0.0
1772284683985,100883,31049,1671868,6411,3506,1253,7772,53,834,10975,psi_douyin_20260228_213146.csv,173543.0,46897.0,181083.0,6411.0,3692.0,13045.0,195589.0,6411.0,11526.0,21262.0,196235.0,6411.0,11933.0,21622.0,20683.0,6411.0,-181908.0,45667.66813147644,2617.279790163826
1772284684838,131416,24486,1545988,9039,6896,539,5138,133,593,12563,psi_douyin_20260228_213146.csv,42350.0,22420.0,232299.0,15450.0,1792.0,12910.0,327000.0,15450.0,12007.0,26361.0,327538.0,15450.0,12382.0,26675.0,30533.0,2628.0,-125880.0,57012.60810382211,4074.817591009443
1772284685720,42127,22411,1737172,533,328,1107,7734,0,550,9496,psi_douyin_20260228_213146.csv,2182.0,1426.0,173543.0,9572.0,1646.0,12872.0,368631.0,15983.0,12959.0,33988.0,369175.0,15983.0,13201.0,34192.0,-89289.0,-8506.0,191184.0,51380.91052813294,4012.7916176480767
1772284686537,223,9,1733276,0,0,58,1059,0,40,0,psi_douyin_20260228_213146.csv,1971.0,1417.0,42350.0,533.0,1165.0,8793.0,368772.0,15983.0,12983.0,35034.0,369359.0,15983.0,13247.0,35194.0,-41904.0,-533.0,-3896.0,51347.25672906006,4012.7916176480767
1772284687385,1959,1417,1733936,0,0,113,1190,0,89,0,psi_douyin_20260228_213146.csv,26861.0,4245.0,2182.0,0.0,171.0,2249.0,356808.0,15983.0,5509.0,28166.0,371314.0,15983.0,13343.0,36383.0,1736.0,0.0,660.0,53739.18149730234,4012.7916176480767
1772284688259,12,0,1708660,0,0,6,258,0,4,0,psi_douyin_20260228_213146.csv,55271.0,13178.0,1971.0,0.0,119.0,1448.0,276620.0,15983.0,3076.0,23151.0,371321.0,15983.0,13291.0,36602.0,-1947.0,0.0,-25276.0,57398.627790798884,4012.7916176480767
1772284689096,26849,4245,1675048,0,0,1243,24391,0,869,8757,psi_douyin_20260228_213146.csv,56631.0,25570.0,26861.0,0.0,1249.0,24649.0,202586.0,9572.0,3066.0,39770.0,397674.0,15983.0,14379.0,60886.0,26837.0,0.0,-33612.0,50851.59644953804,3652.864063535169
1772284689877,28422,8933,1762932,0,0,162,6433,0,139,9186,psi_douyin_20260228_213146.csv,28677.0,16646.0,55271.0,0.0,1405.0,30824.0,99592.0,533.0,2689.0,41065.0,426014.0,15983.0,14507.0,67306.0,1573.0,0.0,87884.0,18188.766628517442,217.5963388172404
1772284690659,28209,16637,1775232,0,0,715,2172,0,342,2730,psi_douyin_20260228_213146.csv,751.0,9.0,56631.0,0.0,877.0,8605.0,85674.0,0.0,2297.0,35503.0,440300.0,15983.0,7635.0,61420.0,-213.0,0.0,12300.0,14865.901075952412,0.0
1772284691486,468,9,1825988,0,0,575,337,0,174,0,psi_douyin_20260228_213146.csv,953.0,0.0,28677.0,0.0,1290.0,2509.0,85919.0,0.0,2814.0,34781.0,360568.0,15983.0,5771.0,56484.0,-27741.0,0.0,50756.0,14819.835726709985,0.0
1772284692285,283,0,1785000,0,0,445,352,0,468,0,psi_douyin_20260228_213146.csv,781.0,0.0,751.0,0.0,1020.0,689.0,84243.0,0.0,3146.0,33943.0,259968.0,9572.0,4963.0,49064.0,-185.0,0.0,-40988.0,15112.325972529941,0.0
1772284693043,670,0,1702544,0,0,418,376,0,238,0,psi_douyin_20260228_213146.csv,121.0,0.0,953.0,0.0,863.0,728.0,84901.0,0.0,3558.0,34061.0,129222.0,533.0,4842.0,44302.0,387.0,0.0,-82456.0,14992.073097696319,0.0
1772284693790,111,0,1699760,0,0,58,39,0,38,0,psi_douyin_20260228_213146.csv,946.0,1.0,781.0,0.0,476.0,415.0,58163.0,0.0,2373.0,9709.0,87206.0,0.0,3793.0,36607.0,-559.0,0.0,-2784.0,14425.641551302653,0.0
1772284694607,10,0,1693676,0,0,23,3,0,6,0,psi_douyin_20260228_213146.csv,984.0,7.0,121.0,0.0,81.0,42.0,29751.0,0.0,2234.0,3279.0,86993.0,0.0,3758.0,35551.0,-101.0,0.0,-6084.0,11392.873048533584,0.0
1772284695485,936,1,1707256,0,0,1032,867,0,916,0,psi_douyin_20260228_213146.csv,428.0,57.0,946.0,0.0,1055.0,870.0,2478.0,0.0,2551.0,1974.0,85970.0,0.0,4677.0,35228.0,926.0,0.0,13580.0,350.17595577487657,0.0
1772284696234,48,6,1705812,0,0,55,92,0,95,0,psi_douyin_20260228_213146.csv,1242.0,76.0,984.0,0.0,1087.0,959.0,2058.0,0.0,2031.0,1729.0,86006.0,0.0,4726.0,35062.0,-888.0,0.0,-1444.0,377.8666431465567,0.0
1772284696957,380,51,1665532,0,0,102,247,0,72,0,psi_douyin_20260228_213146.csv,1850.0,28.0,428.0,0.0,157.0,339.0,2155.0,0.0,1688.0,1624.0,59537.0,0.0,3585.0,10918.0,332.0,0.0,-40280.0,376.85987670421235,0.0
1772284697815,862,25,1694204,0,0,418,387,0,385,0,psi_douyin_20260228_213146.csv,2894.0,10.0,1242.0,0.0,520.0,634.0,2347.0,0.0,1688.0,1635.0,31977.0,0.0,3841.0,4872.0,482.0,0.0,28672.0,414.776285085725,0.0
1772284698573,988,3,1666468,0,0,406,397,0,396,0,psi_douyin_20260228_213146.csv,2015.0,10.0,1850.0,0.0,824.0,784.0,3224.0,0.0,2036.0,1993.0,4756.0,0.0,3532.0,3097.0,126.0,0.0,-27736.0,449.38298440140886,0.0
1772284699456,1906,7,1688088,0,0,1547,1542,0,1521,0,psi_douyin_20260228_213146.csv,260.0,3.0,2894.0,0.0,1953.0,1939.0,5120.0,0.0,3560.0,3532.0,6194.0,0.0,4504.0,4302.0,918.0,0.0,21620.0,633.365192183405,0.0
1772284700219,109,3,1779892,0,0,86,65,0,109,0,psi_douyin_20260228_213146.csv,196.0,0.0,2015.0,0.0,1633.0,1607.0,4293.0,0.0,2614.0,2730.0,6020.0,0.0,4145.0,4015.0,-1797.0,0.0,91804.0,698.4221502807975,0.0
1772284701021,151,0,1838012,0,0,74,65,0,31,0,psi_douyin_20260228_213146.csv,27017.0,17063.0,260.0,0.0,160.0,130.0,4396.0,0.0,2633.0,2703.0,5501.0,0.0,3801.0,3704.0,42.0,0.0,58120.0,679.7504444055331,0.0
1772284701797,45,0,1797088,0,0,16,23,0,13,0,psi_douyin_20260228_213146.csv,118318.0,49389.0,196.0,0.0,90.0,88.0,4061.0,0.0,2547.0,2479.0,5435.0,0.0,3759.0,3688.0,-106.0,0.0,-40924.0,726.6513377607715,0.0
1772284702696,26972,17063,1650096,873,651,466,286,14,341,931,psi_douyin_20260228_213146.csv,191901.0,71782.0,27017.0,873.0,482.0,309.0,30171.0,873.0,2595.0,2378.0,32397.0,873.0,4202.0,3971.0,26927.0,873.0,-146992.0,10774.224774896937,356.4007575749524
1772284703498,91346,32326,1489712,7207,8107,722,5340,249,230,23319,psi_douyin_20260228_213146.csv,169775.0,100179.0,118318.0,8080.0,1188.0,5626.0,120529.0,8080.0,2911.0,7321.0,122807.0,8080.0,3892.0,8444.0,64374.0,6334.0,-160384.0,36480.25055515203,2892.1241789844826
1772284704473,100555,39456,1392548,8907,4074,530,2678,0,378,9167,psi_douyin_20260228_213146.csv,76506.0,60747.0,191901.0,16114.0,1252.0,8018.0,219178.0,16987.0,1894.0,8457.0,223314.0,16987.0,4367.0,11030.0,9209.0,1700.0,-97164.0,47278.8027583892,4097.428433379486
1772284705231,69220,60723,1356636,0,0,400,4004,0,55,12300,psi_douyin_20260228_213146.csv,7520.0,26.0,169775.0,8907.0,930.0,6682.0,288289.0,16987.0,2208.0,12396.0,292154.0,16987.0,4665.0,14787.0,-31335.0,-8907.0,-35912.0,44994.5859650544,4097.428433379486
1772284706001,7286,24,1597080,0,0,6294,10842,0,5988,0,psi_douyin_20260228_213146.csv,70201.0,24832.0,76506.0,0.0,6694.0,14846.0,295424.0,16987.0,8428.0,23173.0,298578.0,16987.0,10541.0,25242.0,-61934.0,0.0,240444.0,43546.514862462536,4097.428433379486
1772284706838,234,2,1572736,0,0,481,443,0,352,0,psi_douyin_20260228_213146.csv,156285.0,52207.0,7520.0,0.0,6775.0,11285.0,295613.0,16987.0,8893.0,23593.0,297824.0,16987.0,10616.0,25288.0,-7052.0,0.0,-24344.0,43503.86155005864,4097.428433379486
1772284707637,69967,24830,1457924,18555,10255,877,2748,203,499,14253,psi_douyin_20260228_213146.csv,107886.0,37066.0,70201.0,18555.0,1358.0,3191.0,338608.0,34669.0,9304.0,26055.0,365885.0,35542.0,9946.0,26494.0,69733.0,18555.0,-114812.0,42628.86386319333,7419.437483169912
1772284708542,86318,27377,1393080,308,217,517,8341,4,168,12313,psi_douyin_20260228_213146.csv,156434.0,45574.0,156285.0,18863.0,1394.0,11089.0,333580.0,27770.0,9099.0,29056.0,452094.0,35850.0,10377.0,34770.0,16351.0,-18247.0,-64844.0,41847.578480321536,7683.602297533799
1772284709342,21568,9689,1463628,0,0,432,15768,90,1169,14929,psi_douyin_20260228_213146.csv,144080.0,39609.0,107886.0,308.0,949.0,24109.0,254593.0,18863.0,9001.0,42146.0,473511.0,35850.0,10735.0,50473.0,-64750.0,-308.0,70548.0,37021.54286583246,7550.9040628699995
1772284710184,134866,35885,1607852,9794,8319,6825,19173,72,5374,30502,psi_douyin_20260228_213146.csv,43538.0,27990.0,156434.0,9794.0,7257.0,34941.0,320239.0,28657.0,15426.0,57315.0,608332.0,45644.0,17544.0,69623.0,113298.0,9794.0,144224.0,52841.58556446494,7790.182498932017
1772284710912,9214,3724,1576012,0,0,463,7161,0,353,9690,psi_douyin_20260228_213146.csv,66111.0,51908.0,144080.0,9794.0,7288.0,26334.0,322167.0,28657.0,9595.0,53634.0,590574.0,44771.0,17541.0,76498.0,-125652.0,-9794.0,-31840.0,52510.09686431747,7790.182498932017
1772284711680,34324,24266,1545520,0,0,237,5406,0,166,17142,psi_douyin_20260228_213146.csv,100987.0,54616.0,43538.0,0.0,700.0,12567.0,356257.0,28657.0,9351.0,58597.0,533552.0,37564.0,17056.0,76564.0,25110.0,0.0,-30492.0,47138.210735736146,7790.182498932017
1772284712398,31787,27642,1542536,0,0,169,6004,44,232,11463,psi_douyin_20260228_213146.csv,161896.0,47365.0,66111.0,0.0,406.0,11410.0,318077.0,10102.0,8643.0,61853.0,464784.0,28657.0,16695.0,79890.0,-2537.0,0.0,-2984.0,47991.87193022033,3975.145263593101
1772284713200,69200,26974,1558524,12089,9786,3826,16087,164,4087,5657,psi_douyin_20260228_213146.csv,187719.0,82030.0,100987.0,12089.0,3995.0,22091.0,300959.0,21883.0,11952.0,69599.0,464764.0,40746.0,20121.0,91973.0,37413.0,12089.0,15988.0,46086.98610417772,5696.585096938925
1772284713927,92696,20391,1551548,0,0,8506,15022,0,7600,11983,psi_douyin_20260228_213146.csv,107666.0,68697.0,161896.0,12089.0,12332.0,31109.0,372087.0,21883.0,20026.0,68853.0,550174.0,40746.0,22333.0,96153.0,23496.0,-12089.0,-6976.0,46408.37263145524,5696.585096938925
1772284714585,95023,61639,1582216,644,592,1427,8552,10,1232,17986,psi_douyin_20260228_213146.csv,13006.0,7064.0,187719.0,644.0,9933.0,23574.0,332244.0,12733.0,14628.0,58232.0,644963.0,41390.0,23279.0,104262.0,2327.0,644.0,30668.0,35457.94080315443,4889.521629634812
1772284715331,12643,7058,1573132,0,0,704,1228,0,434,0,psi_douyin_20260228_213146.csv,597.0,30.0,107666.0,644.0,2131.0,9780.0,335673.0,12733.0,14869.0,52299.0,587639.0,22835.0,23106.0,102742.0,-82380.0,-644.0,-9084.0,34581.96326844391,4889.521629634812
1772284716234,363,6,1544936,0,0,224,144,0,140,0,psi_douyin_20260228_213146.csv,999.0,141.0,13006.0,0.0,928.0,1372.0,301712.0,12733.0,14856.0,47037.0,501684.0,22527.0,22813.0,94545.0,-12280.0,0.0,-28196.0,41010.391466879104,4889.521629634812
1772284717110,234,24,1565256,0,0,43,6,0,40,0,psi_douyin_20260228_213146.csv,890.0,122.0,597.0,0.0,267.0,150.0,270159.0,12733.0,14730.0,41039.0,480350.0,22527.0,22424.0,78783.0,-129.0,0.0,20320.0,45620.77751529454,4889.521629634812
1772284717927,765,117,1572728,0,0,1212,918,0,863,0,psi_douyin_20260228_213146.csv,1402.0,5.0,999.0,0.0,1255.0,924.0,201724.0,644.0,12116.0,25870.0,346249.0,12733.0,16811.0,60528.0,531.0,0.0,7472.0,46905.09733778057,262.9118990587153
1772284718737,125,5,1612980,0,0,179,276,0,501,0,psi_douyin_20260228_213146.csv,2096.0,0.0,890.0,0.0,1391.0,1194.0,109153.0,644.0,3789.0,11124.0,337160.0,12733.0,16527.0,53643.0,-640.0,0.0,40252.0,37958.59266314638,262.9118990587153
1772284719469,1277,0,1631576,0,0,406,331,0,104,18125,psi_douyin_20260228_213146.csv,833.0,0.0,1402.0,0.0,585.0,607.0,15407.0,0.0,2768.0,2903.0,304113.0,12733.0,16696.0,48568.0,1152.0,0.0,18596.0,4953.8055035164925,0.0
1772284720234,819,0,1665896,0,0,231,267,0,153,17570,psi_douyin_20260228_213146.csv,41.0,0.0,2096.0,0.0,637.0,598.0,3583.0,0.0,2295.0,1942.0,273145.0,12733.0,16758.0,42831.0,-458.0,0.0,34320.0,435.71018655789584,0.0
1772284721034,14,0,1696056,0,0,11,6,0,8,9326,psi_douyin_20260228_213146.csv,1003.0,36.0,833.0,0.0,242.0,273.0,3234.0,0.0,2082.0,1804.0,203959.0,644.0,12943.0,26750.0,-805.0,0.0,30160.0,492.7810873031253,0.0
1772284721848,27,0,1696104,0,0,70,30,0,95,0,psi_douyin_20260228_213146.csv,1452.0,137.0,41.0,0.0,81.0,36.0,3027.0,0.0,2109.0,1828.0,111290.0,644.0,4507.0,11758.0,13.0,0.0,48.0,524.6224356655467,0.0
1772284722630,976,36,1682280,0,0,630,1174,0,564,0,psi_douyin_20260228_213146.csv,1493.0,101.0,1003.0,0.0,700.0,1204.0,3238.0,0.0,1527.0,2084.0,17243.0,0.0,3710.0,4380.0,949.0,0.0,-13824.0,551.9375568579447,0.0
1772284723390,476,101,1678680,0,0,134,112,0,76,0,psi_douyin_20260228_213146.csv,2258.0,11.0,1452.0,0.0,764.0,1286.0,3589.0,0.0,1482.0,1920.0,5076.0,0.0,3140.0,3264.0,-500.0,0.0,-3600.0,516.6714300891006,0.0
1772284724194,1017,0,1677080,0,0,593,571,0,592,0,psi_douyin_20260228_213146.csv,1486.0,11.0,1493.0,0.0,727.0,683.0,3329.0,0.0,1669.0,2160.0,5730.0,0.0,3509.0,3691.0,541.0,0.0,-1600.0,455.6504874026987,0.0
1772284724997,1241,11,1668240,0,0,358,323,0,300,0,psi_douyin_20260228_213146.csv,390.0,0.0,2258.0,0.0,951.0,894.0,3751.0,0.0,1796.0,2216.0,6737.0,0.0,3824.0,4008.0,224.0,0.0,-8840.0,530.9325443691657,0.0
1772284725778,245,0,1659780,0,0,101,156,0,105,0,psi_douyin_20260228_213146.csv,430.0,22.0,1486.0,0.0,459.0,479.0,3982.0,0.0,1886.0,2366.0,6217.0,0.0,2713.0,3246.0,-996.0,0.0,-8460.0,484.0568837133872,0.0
1772284726598,145,0,1658676,0,0,73,48,0,71,0,psi_douyin_20260228_213146.csv,526.0,22.0,390.0,0.0,174.0,204.0,4100.0,0.0,1889.0,2384.0,6237.0,0.0,2607.0,3018.0,-100.0,0.0,-1104.0,454.5118993715296,0.0
1772284727413,285,22,1658996,0,0,272,257,0,243,0,psi_douyin_20260228_213146.csv,317.0,0.0,430.0,0.0,345.0,305.0,3409.0,0.0,1531.0,1467.0,5245.0,0.0,2473.0,2944.0,140.0,0.0,320.0,453.065300669028,0.0
1772284728211,241,0,1647252,0,0,221,309,0,205,0,psi_douyin_20260228_213146.csv,2285.0,24.0,526.0,0.0,493.0,566.0,3174.0,0.0,1618.0,1664.0,4667.0,0.0,2463.0,2986.0,-44.0,0.0,-11744.0,472.37273418736874,0.0
